,record_id,percent_male,percent_female,percent_child
22514,58030,50.86,37.07,12.07
22515,58196,29.91,35.51,34.58
22516,58234,49.57,50.43,0
22517,2156,73.03,26.97,0
22518,35180,62.64,37.36,0
22519,38618,65.09,34.91,0
22520,26129,64.81,35.19,0
22521,4806,46.24,53.76,0
22522,59408,53.15,46.85,0
22523,204,67.66,32.34,0
22524,45284,66.4,33.6,0
22525,9049,64.43,35.57,0
22526,39320,80.17,19.83,0
22527,40653,64.52,35.48,0
22528,45539,65.82,34.18,0
22529,55099,53,47,0
22530,20988,77.27,22.73,0
22531,4570,46.15,53.85,0
22532,34770,77.92,22.08,0
22533,37112,70.29,29.71,0
22534,31780,61.96,38.04,0
22535,43815,44.44,55.56,0
22536,39952,73.45,26.55,0
22537,2415,22.11,36.84,41.05
22538,17048,41.46,29.27,29.27
22539,17678,75.41,24.59,0
22540,4043,54.02,45.98,0
22541,50181,50,22,28
22542,12268,65.12,34.88,0
22543,6665,63.81,36.19,0
22544,22123,66,34,0
22545,9696,59.76,40.24,0
22546,34751,59.15,40.85,0
22547,50708,67.72,32.28,0
22548,43813,71.15,28.85,0
22549,53951,76.03,23.97,0
22550,2700,76.85,23.15,0
22551,4937,77.36,22.64,0
22552,56423,54.55,45.45,0
22553,20501,75.36,24.64,0
22554,33445,51.28,48.72,0
22555,33524,72.08,27.92,0
22556,33634,41.35,33.83,24.81
22557,33660,70.73,5.28,23.98
22558,33683,85.2,14.8,0
22559,33691,42.48,46.9,10.62
22560,33800,75,25,0
22561,33921,70.64,29.36,0
22562,48912,78.29,21.71,0
22563,29151,28.99,34.78,36.23
22564,38536,66.28,33.72,0
22565,15258,57.03,42.97,0
22566,21215,78.57,21.43,0
22567,31880,73.72,26.28,0
22568,59757,51.55,48.45,0
22569,2491,35.21,17.61,47.18
22570,15286,77.42,22.58,0
22571,15338,83.24,16.76,0
22572,15349,51.24,30.58,18.18
22573,15380,62.81,37.19,0
22574,15515,41.73,23.02,35.25
22575,15531,70.4,29.6,0
22576,15675,34.11,24.03,41.86
22577,15683,51.25,27.5,21.25
22578,13061,68.04,31.96,0
22579,28761,74.79,25.21,0
22580,42949,74.47,25.53,0
22581,20516,68.38,31.62,0
22582,14101,71.88,28.12,0
22583,369,69.38,30.63,0
22584,33419,80,20,0
22585,33538,19.63,26.17,54.21
22586,33632,36.42,27.15,36.42
22587,33662,65.28,11.11,23.61
22588,33682,94.59,5.41,0
22589,33696,73.08,26.92,0
22590,33839,35.14,30.63,34.23
22591,33857,41.67,42.86,15.48
22592,33714,74.02,25.98,0
22593,56019,72.87,27.13,0
22594,40443,73.05,26.95,0
22595,31386,72.58,27.42,0
22596,2260,78.43,21.57,0
22597,19124,77.89,22.11,0
22598,7848,61.21,38.79,0
22599,43055,40,23.2,36.8
22600,26442,69.31,30.69,0
22601,48683,69.29,30.71,0
22602,34808,77.87,22.13,0
22603,42015,69.03,30.97,0
22604,36883,79.02,20.98,0
22605,9780,71.43,28.57,0
22606,20254,70.12,29.88,0
22607,49484,62.96,37.04,0
22608,40486,80.56,19.44,0
22609,35497,68,32,0
22610,21983,68.35,31.65,0
22611,27129,67.42,32.58,0
22612,48939,40.97,32.64,26.39
22613,14526,71.01,28.99,0
22614,35312,49.12,50.88,0
22615,56163,71.33,28.67,0
22616,56221,63.4,36.6,0
22617,56372,37.07,18.97,43.97
22618,56427,64.96,35.04,0
22619,56463,42.67,37.33,20
22620,56550,91.06,8.94,0
22621,56561,62.5,21.88,15.62
22622,56580,49.11,34.82,16.07
22623,28775,57.25,42.75,0
22624,27827,66.88,33.12,0
22625,46139,48.15,51.85,0
22626,18285,27.82,21.05,51.13
22627,18378,26.52,18.94,54.55
22628,18441,53.57,46.43,0
22629,18457,81.02,18.98,0
22630,18547,65.35,9.06,25.59
22631,18558,90.31,9.69,0
22632,18639,54.84,17.2,27.96
22633,18701,62,38,0
22634,18822,67.42,32.58,0
22635,5328,50,50,0
22636,56811,77.24,22.76,0
22637,8121,56.3,43.7,0
22638,47005,74.67,25.33,0
22639,47828,63.87,36.13,0
22640,36451,60.16,39.84,0
22641,46350,66.67,33.33,0
22642,26454,81.12,18.88,0
22643,7023,84.51,15.49,0
22644,11242,55.26,44.74,0
22645,22945,75.97,24.03,0
22646,16095,80.27,19.73,0
22647,25189,59.59,40.41,0
22648,58040,46.6,53.4,0
22649,8163,35.97,11.51,52.52
22650,48448,47.62,52.38,0
22651,48533,93.15,6.85,0
22652,48548,80.68,19.32,0
22653,48619,75,25,0
22654,48667,67.77,32.23,0
22655,48764,57.73,42.27,0
22656,48795,63.57,36.43,0
22657,48869,33.33,44.96,21.71
22658,54840,44.09,55.91,0
22659,52982,68.21,31.79,0
22660,28688,68.15,31.85,0
22661,28751,74.31,25.69,0
22662,28833,59.48,40.52,0
22663,29010,31.31,39.39,29.29
22664,29013,66.07,22.62,11.31
22665,29061,94.33,5.67,0
22666,29133,48.86,51.14,0
22667,29223,48.62,51.38,0
22668,39789,50.93,24.07,25
22669,53708,71.33,28.67,0
22670,51368,60.14,39.86,0
22671,12326,76.42,23.58,0
22672,3456,68.31,31.69,0
22673,44905,80.34,19.66,0
22674,52449,62.82,37.18,0
22675,28345,39.26,13.33,47.41
22676,30740,77.88,22.12,0
22677,30809,72,28,0
22678,30861,85.37,14.63,0
22679,30868,82.97,17.03,0
22680,30899,57.69,42.31,0
22681,31003,78.87,21.13,0
22682,31059,39.83,47.46,12.71
22683,31143,46.28,31.4,22.31
22684,31865,84,16,0
22685,56775,64.19,35.81,0
22686,7863,76.34,23.66,0
22687,6321,81.31,18.69,0
22688,27887,77.62,22.38,0
22689,13842,55.45,44.55,0
22690,17268,66.87,33.13,0
22691,6162,57.03,42.97,0
22692,45577,60,40,0
22693,47448,48.25,28.95,22.81
22694,33285,72.38,27.62,0
22695,42552,66.42,33.58,0
22696,54230,62.31,37.69,0
22697,76,60.19,39.81,0
22698,36285,62.35,37.65,0
22699,36003,79.81,20.19,0
22700,53739,64.21,35.79,0
22701,42571,47.22,52.78,0
22702,48590,83.33,16.67,0
22703,50844,60.17,39.83,0
22704,50888,67.09,32.91,0
22705,50978,88.36,11.64,0
22706,50998,93.77,6.23,0
22707,51078,63.89,36.11,0
22708,51150,67.18,32.82,0
22709,51179,52.08,30.21,17.71
22710,51272,43.52,43.52,12.96
22711,59868,73.29,26.71,0
22712,19683,39.06,26.56,34.38
22713,33709,56.48,43.52,0
22714,2735,69.7,30.3,0
22715,31740,77.78,22.22,0
22716,58695,39.02,16.26,44.72
22717,2647,66.94,33.06,0
22718,4695,29.71,33.33,36.96
22719,45424,30.68,21.59,47.73
22720,26932,60.87,39.13,0
22721,39781,31.9,37.93,30.17
22722,51930,64.88,35.12,0
22723,46442,71.07,28.93,0
22724,4718,61.48,38.52,0
22725,5174,58.2,41.8,0
22726,37789,60.26,39.74,0
22727,49640,66.9,33.1,0
22728,39269,64.52,35.48,0
22729,7536,72.18,27.82,0
22730,23232,48.89,51.11,0
22731,33598,60,40,0
22732,2912,69.03,30.97,0
22733,39349,55.34,44.66,0
22734,52942,42.16,57.84,0
22735,36447,83.46,16.54,0
22736,52953,27.15,29.8,43.05
22737,30408,83.08,16.92,0
22738,5361,68.09,31.91,0
22739,20284,51.4,48.6,0
22740,53135,64.71,35.29,0
22741,43913,68.29,31.71,0
22742,45951,26.98,22.22,50.79
22743,48515,36.15,36.15,27.69
22744,47406,62.86,37.14,0
22745,9961,74.68,25.32,0
22746,58601,66.47,33.53,0
22747,43187,61.83,38.17,0
22748,44713,28.16,42.72,29.13
22749,51285,78.79,21.21,0
22750,48504,45.71,54.29,0
22751,48532,85.88,14.12,0
22752,48545,91.26,8.74,0
22753,48563,34.78,50.72,14.49
22754,48636,25.93,59.26,14.81
22755,48729,64.34,35.66,0
22756,48866,35.76,15.89,48.34
22757,48913,71.17,28.83,0
22758,34956,76.47,23.53,0
22759,35049,68.64,31.36,0
22760,35131,61.97,16.43,21.6
22761,35164,68.15,8.87,22.98
22762,35171,70.79,29.21,0
22763,35320,73.28,26.72,0
22764,35378,72.33,27.67,0
22765,35540,24.14,16.38,59.48
22766,16640,54.92,45.08,0
22767,33102,46.51,53.49,0
22768,30580,65.6,34.4,0
22769,2834,67.28,32.72,0
22770,37101,78.32,21.68,0
22771,45111,57.5,42.5,0
22772,4694,20.18,21.93,57.89
22773,23036,48.15,51.85,0
22774,23085,91.04,8.96,0
22775,23102,91.82,8.18,0
22776,23132,84.89,15.11,0
22777,23284,37.6,28.8,33.6
22778,23366,24.82,29.08,46.1
22779,23424,67.86,32.14,0
22780,23540,48.74,16.81,34.45
22781,33327,63.7,36.3,0
22782,14922,69.28,30.72,0
22783,8818,57.03,42.97,0
22784,16942,78.72,21.28,0
22785,50228,69.05,30.95,0
22786,31150,68.1,31.9,0
22787,31291,75,25,0
22788,31328,89.7,10.3,0
22789,31342,94.12,5.88,0
22790,31376,72.63,27.37,0
22791,31456,52.38,47.62,0
22792,31560,72.93,27.07,0
22793,31647,76.39,23.61,0
22794,19819,56.98,43.02,0
22795,25531,71.6,28.4,0
22796,53118,66.67,33.33,0
22797,44937,32.28,27.85,39.87
22798,47562,85.29,14.71,0
22799,3234,75.68,24.32,0
22800,30288,68.29,31.71,0
22801,30363,73.03,26.97,0
22802,30442,93.84,6.16,0
22803,30464,55.64,24.81,19.55
22804,30493,65.6,34.4,0
22805,30552,23.91,51.09,25
22806,30636,52.22,35.56,12.22
22807,30772,23.14,31.4,45.45
22808,39096,60.63,39.37,0
22809,11115,64.63,35.37,0
22810,58121,60.27,39.73,0
22811,23851,64.86,35.14,0
22812,57099,63.7,36.3,0
22813,52947,69.61,30.39,0
22814,43229,57.14,42.86,0
22815,20954,63.82,36.18,0
22816,5287,63.22,36.78,0
22817,21814,64.56,35.44,0
22818,3610,62,38,0
22819,9108,54.32,45.68,0
22820,57956,33.33,23.15,43.52
22821,37135,61.04,38.96,0
22822,47055,40.27,21.48,38.26
22823,41759,46.46,53.54,0
22824,6267,65.13,34.87,0
22825,42449,64.05,35.95,0
22826,56187,59.57,40.43,0
22827,35538,14.29,32.14,53.57
22828,54970,70.59,29.41,0
22829,50255,62.14,37.86,0
22830,51714,74.65,25.35,0
22831,33770,34.38,25,40.62
22832,52488,29.92,18.9,51.18
22833,7168,82.11,17.89,0
22834,45600,53.91,46.09,0
22835,533,81.15,18.85,0
22836,37140,32.12,15.33,52.55
22837,14971,66.87,33.13,0
22838,11312,77.42,22.58,0
22839,17848,44.94,55.06,0
22840,333,68.42,31.58,0
22841,9921,64.86,35.14,0
22842,38237,44.33,55.67,0
22843,27065,64.19,35.81,0
22844,55258,30.38,37.97,31.65
22845,58827,46.08,53.92,0
22846,26377,53.21,46.79,0
22847,59950,63.56,36.44,0
22848,37862,69.8,30.2,0
22849,36666,55.65,44.35,0
22850,17164,85.71,14.29,0
22851,35318,47.25,52.75,0
22852,51594,73.47,26.53,0
22853,8041,78.02,21.98,0
22854,54133,79.21,20.79,0
22855,37380,50.47,49.53,0
22856,46645,54.46,45.54,0
22857,41681,79.17,20.83,0
22858,38146,79.09,20.91,0
22859,41499,69.23,30.77,0
22860,54175,62.07,37.93,0
22861,22962,52.13,47.87,0
22862,23436,62.41,37.59,0
22863,14832,72.67,27.33,0
22864,43836,59.2,40.8,0
22865,35289,46.73,53.27,0
22866,45536,71.9,28.1,0
22867,31028,66.67,33.33,0
22868,57269,60.32,39.68,0
22869,56647,43.3,25.77,30.93
22870,18336,44.33,55.67,0
22871,19424,81.25,18.75,0
22872,57791,60.26,39.74,0
22873,58265,70.83,29.17,0
22874,52428,47.37,52.63,0
22875,5641,37.1,20.16,42.74
22876,57572,73.13,26.87,0
22877,8856,70.53,29.47,0
22878,32395,62.32,37.68,0
22879,31768,69.01,30.99,0
22880,53434,67.11,32.89,0
22881,17835,73.83,26.17,0
22882,34714,78.26,21.74,0
22883,54574,69.41,30.59,0
22884,42747,61.54,38.46,0
22885,10000,52.99,47.01,0
22886,25828,73.21,26.79,0
22887,25842,66.93,12.6,20.47
22888,25873,87.44,12.56,0
22889,25938,52.25,47.75,0
22890,25989,70.41,29.59,0
22891,26086,47.37,52.63,0
22892,26200,24.22,21.09,54.69
22893,26282,25,28.12,46.88
22894,52177,60.58,39.42,0
22895,7207,73.15,26.85,0
22896,43230,44.44,55.56,0
22897,51158,72.67,27.33,0
22898,38918,45.71,54.29,0
22899,45913,73.68,26.32,0
22900,31100,60.68,39.32,0
22901,8336,72.95,27.05,0
22902,851,69.03,30.97,0
22903,11491,83.21,16.79,0
22904,39693,63.19,36.81,0
22905,15715,78.52,21.48,0
22906,3377,55.06,44.94,0
22907,33278,47.92,52.08,0
22908,21730,68.54,31.46,0
22909,42421,25.64,40.17,34.19
22910,46627,62.16,37.84,0
22911,27238,67.1,32.9,0
22912,28075,82.91,17.09,0
22913,13993,55.22,44.78,0
22914,56590,57.5,42.5,0
22915,59527,58.87,41.13,0
22916,4516,76.55,23.45,0
22917,31598,69.77,30.23,0
22918,36852,71.9,28.1,0
22919,58433,71.03,28.97,0
22920,38387,72.61,27.39,0
22921,15307,52.46,47.54,0
22922,49325,75.64,24.36,0
22923,16454,76,24,0
22924,39152,61.8,38.2,0
22925,27458,27.69,29.23,43.08
22926,1519,50.88,49.12,0
22927,17428,68.57,31.43,0
22928,43167,52.34,47.66,0
22929,42295,76.09,23.91,0
22930,3884,73.17,26.83,0
22931,25198,73.88,26.12,0
22932,13289,71.72,28.28,0
22933,19310,74.71,25.29,0
22934,25716,77.18,22.82,0
22935,37927,59.38,40.62,0
22936,38018,71.69,9.64,18.67
22937,38035,93.28,6.72,0
22938,38118,36.17,30.5,33.33
22939,38157,73.2,26.8,0
22940,38304,47.62,26.19,26.19
22941,38309,43.88,30.61,25.51
22942,38378,63.2,36.8,0
22943,53574,66.45,33.55,0
22944,3442,55.64,44.36,0
22945,3528,63.76,36.24,0
22946,3596,67.57,32.43,0
22947,3703,87.64,12.36,0
22948,3720,82.41,6.94,10.65
22949,3772,46,54,0
22950,3919,36.23,23.91,39.86
22951,3922,33.65,54.81,11.54
22952,16699,55.56,44.44,0
22953,2427,51.4,48.6,0
22954,14515,63.44,36.56,0
22955,41796,61.86,38.14,0
22956,10105,71.72,28.28,0
22957,2554,79.31,20.69,0
22958,16223,69.39,30.61,0
22959,49142,74.63,25.37,0
22960,1556,67.35,32.65,0
22961,7728,72,28,0
22962,2864,79.03,20.97,0
22963,54579,76.38,23.62,0
22964,8342,63.08,36.92,0
22965,31475,69.62,30.38,0
22966,25376,78.45,21.55,0
22967,33006,67.41,32.59,0
22968,56824,55.65,44.35,0
22969,39681,71.29,28.71,0
22970,38365,26.52,22.73,50.76
22971,48387,68.66,31.34,0
22972,26181,63.09,36.91,0
22973,38141,66.15,33.85,0
22974,37297,52.43,47.57,0
22975,15432,26.6,40.43,32.98
22976,43283,74.47,25.53,0
22977,18194,60.19,39.81,0
22978,9333,66.17,33.83,0
22979,18815,65.03,34.97,0
22980,26578,23.08,27.27,49.65
22981,36458,73.86,26.14,0
22982,18342,79.84,20.16,0
22983,38544,63.16,36.84,0
22984,7901,66.41,33.59,0
22985,24850,59.77,40.23,0
22986,14745,53.01,46.99,0
22987,50043,36.13,34.45,29.41
22988,34299,32.37,30.22,37.41
22989,7112,70.86,29.14,0
22990,34990,28.12,35.42,36.46
22991,4772,62.2,37.8,0
22992,40189,76.87,23.13,0
22993,9986,66.94,33.06,0
22994,17443,60,40,0
22995,17277,68.75,31.25,0
22996,14023,58.09,41.91,0
22997,56759,54.24,45.76,0
22998,46777,79.83,20.17,0
22999,21080,57.84,42.16,0
23000,31370,72.14,27.86,0
23001,31454,40,40,20
23002,31596,65,35,0
23003,31691,73.81,26.19,0
23004,31717,67.68,32.32,0
23005,31821,85.39,14.61,0
23006,31835,59.83,24.79,15.38
23007,31923,57.14,42.86,0
23008,5340,71.13,28.87,0
23009,30195,37.67,24.66,37.67
23010,32151,79.05,20.95,0
23011,4463,59.52,40.48,0
23012,15940,65.97,34.03,0
23013,23521,71.81,28.19,0
23014,31283,73.33,26.67,0
23015,48425,68.42,31.58,0
23016,11257,71.67,28.33,0
23017,7218,61.19,38.81,0
23018,8816,55.13,44.87,0
23019,37398,62.38,37.62,0
23020,54434,54.43,45.57,0
23021,3467,65.66,34.34,0
23022,676,62.77,37.23,0
23023,19587,54.33,45.67,0
23024,15980,70.37,29.63,0
23025,25897,71.24,28.76,0
23026,5397,58.82,41.18,0
23027,12309,75,25,0
23028,22616,64.81,35.19,0
23029,18470,51.96,48.04,0
23030,15422,70.19,29.81,0
23031,7727,61.54,38.46,0
23032,40501,46.67,17.5,35.83
23033,31491,55.66,44.34,0
23034,50466,63.41,36.59,0
23035,18229,73.47,26.53,0
23036,33583,62.69,37.31,0
23037,14069,66.67,33.33,0
23038,46525,42.11,57.89,0
23039,46757,70.13,29.87,0
23040,47979,53.33,46.67,0
23041,15373,67.43,32.57,0
23042,29827,28.57,30,41.43
23043,12353,67.9,32.1,0
23044,36465,56.18,43.82,0
23045,15232,35.78,22.94,41.28
23046,24095,68.18,31.82,0
23047,17768,46.88,53.12,0
23048,37205,67.59,32.41,0
23049,8181,72.59,27.41,0
23050,23022,54.33,45.67,0
23051,54041,83.59,16.41,0
23052,54131,58.95,41.05,0
23053,54186,75.37,24.63,0
23054,54257,91.23,8.77,0
23055,54275,83.25,10.84,5.91
23056,54372,29.17,33.33,37.5
23057,54452,43.14,17.65,39.22
23058,54517,60.49,39.51,0
23059,995,64.18,35.82,0
23060,45516,78.91,21.09,0
23061,33881,82.5,17.5,0
23062,8621,76.92,23.08,0
23063,51699,55.28,44.72,0
23064,59714,77.7,22.3,0
23065,3858,79.72,20.28,0
23066,16183,46.88,53.12,0
23067,40445,67.59,32.41,0
23068,28334,68.87,31.13,0
23069,52479,54.29,45.71,0
23070,3776,42.86,57.14,0
23071,16718,74.26,25.74,0
23072,9824,72.64,27.36,0
23073,5755,75.68,24.32,0
23074,8573,65.52,34.48,0
23075,7487,31.68,27.72,40.59
23076,31253,70.97,29.03,0
23077,6486,64.38,35.62,0
23078,50177,45.45,54.55,0
23079,422,32.3,27.95,39.75
23080,11476,65.33,34.67,0
23081,89,68.83,31.17,0
23082,124,43.82,24.72,31.46
23083,34309,66.67,33.33,0
23084,3081,71.07,28.93,0
23085,50168,69.44,30.56,0
23086,13625,55.73,44.27,0
23087,54312,43.62,56.38,0
23088,9408,60.36,39.64,0
23089,35441,15.67,29.85,54.48
23090,57806,57.65,42.35,0
23091,19038,81.38,18.62,0
23092,53138,47.19,52.81,0
23093,48005,72.73,27.27,0
23094,42386,74.42,25.58,0
23095,2122,30.28,17.61,52.11
23096,33550,50.83,49.17,0
23097,54321,43.3,56.7,0
23098,5841,66.09,33.91,0
23099,35729,66.32,33.68,0
23100,45225,70.59,29.41,0
23101,49666,59.15,40.85,0
23102,58491,78.47,21.53,0
23103,43142,73.08,26.92,0
23104,43953,71.78,28.22,0
23105,20208,62.99,37.01,0
23106,7732,45.28,54.72,0
23107,7759,89.6,10.4,0
23108,7782,70.73,18.29,10.98
23109,7869,40,60,0
23110,7941,42.42,57.58,0
23111,8035,49.06,50.94,0
23112,8083,50.51,49.49,0
23113,8184,56.56,43.44,0
23114,530,77.6,22.4,0
23115,564,39.01,39.72,21.28
23116,731,36.69,15.83,47.48
23117,784,62.07,37.93,0
23118,891,20.34,38.98,40.68
23119,903,84.11,15.89,0
23120,935,88.08,11.92,0
23121,949,38.71,35.48,25.81
23122,12248,81.25,18.75,0
23123,47837,36.05,31.4,32.56
23124,50484,84.4,15.6,0
23125,58588,76.39,23.61,0
23126,13456,38,16.67,45.33
23127,25561,45.98,54.02,0
23128,25600,60.26,39.74,0
23129,25739,49.4,50.6,0
23130,25776,46.67,53.33,0
23131,25850,88.57,11.43,0
23132,25869,85.91,14.09,0
23133,25964,34.21,19.74,46.05
23134,26014,68.06,31.94,0
23135,44042,64.29,35.71,0
23136,8918,61.7,38.3,0
23137,14963,64.24,35.76,0
23138,57608,51.24,48.76,0
23139,36536,64.63,35.37,0
23140,16403,66.67,33.33,0
23141,34722,73.68,26.32,0
23142,3271,75.89,24.11,0
23143,15043,64.22,35.78,0
23144,381,72.37,27.63,0
23145,41418,71.95,28.05,0
23146,36834,75.51,24.49,0
23147,13984,50.54,49.46,0
23148,20662,77.87,22.13,0
23149,44436,61.11,38.89,0
23150,30231,62,38,0
23151,49932,55.42,44.58,0
23152,13712,52.53,47.47,0
23153,3021,67.38,32.62,0
23154,4728,55.77,44.23,0
23155,26613,65.06,34.94,0
23156,20605,66.92,33.08,0
23157,50964,21.88,16.67,61.46
23158,47563,64.86,35.14,0
23159,38834,68.69,31.31,0
23160,14024,81.98,18.02,0
23161,7846,66.17,33.83,0
23162,46197,23.16,28.42,48.42
23163,57247,78.95,21.05,0
23164,20046,45.98,54.02,0
23165,58161,71.3,28.7,0
23166,46166,61.7,38.3,0
23167,34140,77.32,22.68,0
23168,34227,36.84,45.61,17.54
23169,34385,42.54,14.93,42.54
23170,34472,29.63,39.81,30.56
23171,34563,45.76,18.64,35.59
23172,34582,83.97,16.03,0
23173,34601,87.58,12.42,0
23174,34644,66.37,33.63,0
23175,20130,58.33,41.67,0
23176,55133,21.51,50.54,27.96
23177,11354,34.92,16.67,48.41
23178,72,57.66,42.34,0
23179,56690,68.45,31.55,0
23180,28886,67.09,32.91,0
23181,58481,20,34.17,45.83
23182,16222,61.03,38.97,0
23183,36672,82.98,17.02,0
23184,18467,57.14,42.86,0
23185,46317,50.83,49.17,0
23186,37314,65.43,34.57,0
23187,42407,79.14,20.86,0
23188,11029,63.81,36.19,0
23189,39029,84.56,15.44,0
23190,58677,72.37,27.63,0
23191,11262,67.05,32.95,0
23192,35794,75.57,24.43,0
23193,26235,68.99,31.01,0
23194,56433,77.78,22.22,0
23195,14148,72.12,27.88,0
23196,9227,65.18,34.82,0
23197,44656,63.92,36.08,0
23198,27373,79.8,20.2,0
23199,45843,79.49,20.51,0
23200,7731,75.42,24.58,0
23201,44010,64.86,35.14,0
23202,3238,72.32,27.68,0
23203,46378,51.49,48.51,0
23204,43575,78.77,21.23,0
23205,11616,65.85,34.15,0
23206,28241,67.82,32.18,0
23207,28347,38.46,23.08,38.46
23208,28359,69.08,30.92,0
23209,28483,54.55,45.45,0
23210,28519,67.65,19.12,13.24
23211,28564,76.42,10.48,13.1
23212,28573,36.62,43.66,19.72
23213,28654,25.32,43.04,31.65
23214,20363,35.11,25.53,39.36
23215,21454,69.49,30.51,0
23216,21156,52.42,47.58,0
23217,8087,70,30,0
23218,47026,64.49,35.51,0
23219,34723,76.16,23.84,0
23220,48041,57.26,42.74,0
23221,59551,66.67,33.33,0
23222,44526,68.13,31.87,0
23223,6770,67.74,32.26,0
23224,44253,72.64,27.36,0
23225,12469,47.79,52.21,0
23226,51555,80,20,0
23227,27706,66.48,33.52,0
23228,17361,64.1,35.9,0
23229,30082,66.08,33.92,0
23230,46331,26.09,45.65,28.26
23231,18472,60.9,39.1,0
23232,18855,19.35,30.65,50
23233,16619,71.2,28.8,0
23234,5536,50,50,0
23235,43520,55.77,44.23,0
23236,18252,52.27,47.73,0
23237,46255,77.78,22.22,0
23238,46347,55.56,44.44,0
23239,46448,82.14,17.86,0
23240,46513,34.69,37.76,27.55
23241,46646,63.95,36.05,0
23242,46690,78.39,11.56,10.05
23243,46714,92.39,7.61,0
23244,46732,25,50,25
23245,40432,53.75,46.25,0
23246,14198,19.58,30.07,50.35
23247,591,78.35,21.65,0
23248,733,43.8,33.88,22.31
23249,781,67.42,32.58,0
23250,839,68.12,31.88,0
23251,900,88.48,11.52,0
23252,928,93.29,6.71,0
23253,979,65.56,34.44,0
23254,1086,31.71,28.05,40.24
23255,19018,44.44,55.56,0
23256,32423,22.03,27.12,50.85
23257,49857,68.39,31.61,0
23258,57532,73.56,26.44,0
23259,34818,56.2,43.8,0
23260,15548,73.28,26.72,0
23261,44676,69.05,30.95,0
23262,3905,59.29,40.71,0
23263,9438,61.54,38.46,0
23264,39638,37.74,27.04,35.22
23265,37448,66.67,33.33,0
23266,22865,67.54,32.46,0
23267,8764,69.35,30.65,0
23268,16492,50,18.97,31.03
23269,15712,59.68,40.32,0
23270,2561,62.14,37.86,0
23271,2679,18.69,39.25,42.06
23272,2756,35.23,18.18,46.59
23273,2777,66.83,16.34,16.83
23274,2802,69.54,13.25,17.22
23275,2868,65.75,34.25,0
23276,2968,36.42,24.5,39.07
23277,2972,55.43,44.57,0
23278,39673,69.44,30.56,0
23279,1932,63.25,36.75,0
23280,42546,70.71,29.29,0
23281,42604,87.79,12.21,0
23282,42632,90.51,9.49,0
23283,42711,69.77,30.23,0
23284,42742,76.15,23.85,0
23285,42834,65.43,34.57,0
23286,42918,64.07,35.93,0
23287,43057,25,42.5,32.5
23288,55349,32.65,25.17,42.18
23289,20632,73.63,26.37,0
23290,43516,72.22,27.78,0
23291,28640,72.18,27.82,0
23292,39260,75.61,24.39,0
23293,44219,29.7,42.57,27.72
23294,2267,62.67,37.33,0
23295,3657,47.73,52.27,0
23296,20715,57.76,42.24,0
23297,9088,72.73,27.27,0
23298,36747,84.73,15.27,0
23299,31763,73.96,26.04,0
23300,55880,77.17,22.83,0
23301,47043,65.83,34.17,0
23302,19131,65.44,34.56,0
23303,33826,68.07,31.93,0
23304,1829,42.11,17.54,40.35
23305,38451,34.69,28.57,36.73
23306,43274,60.23,39.77,0
23307,14655,35.24,20.95,43.81
23308,25048,65.91,34.09,0
23309,54211,79.66,20.34,0
23310,55426,66.98,33.02,0
23311,13216,17.05,34.11,48.84
23312,1456,57.55,42.45,0
23313,6996,64.52,35.48,0
23314,36277,67.84,32.16,0
23315,15875,66.02,33.98,0
23316,53746,70.92,29.08,0
23317,43637,58.25,41.75,0
23318,870,65.45,34.55,0
23319,38833,75.35,24.65,0
23320,36926,74.07,25.93,0
23321,37037,28.57,22.86,48.57
23322,37062,60.13,19.61,20.26
23323,37073,87.73,12.27,0
23324,37103,41.75,58.25,0
23325,37172,71.11,28.89,0
23326,37294,61.29,38.71,0
23327,37330,41.79,39.55,18.66
23328,50831,61.05,38.95,0
23329,4023,70.42,29.58,0
23330,13218,52,20,28
23331,3431,82.79,17.21,0
23332,8503,55.77,44.23,0
23333,8555,67.67,32.33,0
23334,8679,30.3,34.09,35.61
23335,8694,84.48,15.52,0
23336,8725,74.55,7.14,18.3
23337,8807,18.02,18.02,63.96
23338,8862,65.08,34.92,0
23339,8972,22.81,36.84,40.35
23340,56262,71.15,28.85,0
23341,20758,75.66,24.34,0
23342,26668,32.14,17.86,50
23343,17074,61.33,38.67,0
23344,44876,74.53,25.47,0
23345,35719,57.01,42.99,0
23346,4451,62.5,37.5,0
23347,52405,65.74,34.26,0
23348,29186,70.19,29.81,0
23349,49207,66.67,33.33,0
23350,39615,63.44,36.56,0
23351,16580,26.55,18.58,54.87
23352,45115,40.91,18.18,40.91
23353,31404,69.48,30.52,0
23354,43261,63.97,36.03,0
23355,20768,66.67,33.33,0
23356,19865,37.16,31.76,31.08
23357,21485,53.85,46.15,0
23358,57907,54.05,45.95,0
23359,35912,52.5,47.5,0
23360,39742,52.04,47.96,0
23361,34014,58.9,41.1,0
23362,32016,40.32,30.65,29.03
23363,28812,57.84,15.69,26.47
23364,54078,79.17,20.83,0
23365,38977,73.4,26.6,0
23366,7669,21.09,35.94,42.97
23367,8473,62.2,37.8,0
23368,48847,47.22,52.78,0
23369,50951,79.37,20.63,0
23370,55904,79.03,20.97,0
23371,33261,80.8,19.2,0
23372,39092,62.14,37.86,0
23373,41537,79.45,20.55,0
23374,59844,76.53,23.47,0
23375,59554,67.33,32.67,0
23376,47726,68.83,31.17,0
23377,27762,24.44,25.93,49.63
