,crime_id,time_of_incident,loc_id,crime_type,victim_gender
35861,C391987,1/31/15 20:00,AkRu06884,public_intoxication,C
35862,C391989,1/31/15 21:00,KiRu30340,vandalism,M
35863,C391994,1/31/15 21:00,KiRu29005,public_intoxication,M
35864,C391996,1/31/15 21:00,AmBe11244,harassment,M
35865,C392004,1/31/15 21:00,AkRu04575,theft,F
35866,C392010,1/31/15 22:00,SoRu36580,theft,F
35867,C392011,1/31/15 22:00,KiIs23958,theft,F
35868,C392020,1/31/15 23:00,HaRu19726,sexual_assault,F
35869,C392030,2/1/15 4:00,AmDa11787,theft,M
35870,C392045,2/1/15 10:00,HaRu20301,public_intoxication,F
35871,C392056,2/1/15 13:00,HaRu20619,theft,F
35872,C392062,2/1/15 15:00,KiRu28956,theft,M
35873,C392068,2/1/15 15:00,AkRu06234,theft,M
35874,C392070,2/1/15 17:00,AkRu05040,theft,F
35875,C392074,2/1/15 17:00,AkKi01158,theft,F
35876,C392077,2/1/15 18:00,HaRu18875,harassment,C
35877,C392085,2/1/15 20:00,KiZu31313,harassment,F
35878,C392096,2/2/15 5:00,HaRu16994,harassment,F
35879,C392107,2/2/15 7:00,AkRu05217,harassment,F
35880,C392110,2/2/15 7:00,HaRu17654,vandalism,F
35881,C392124,2/2/15 7:00,KiZu31163,severe_assault,C
35882,C392128,2/2/15 8:00,AkRu07942,theft,F
35883,C392146,2/2/15 15:00,AmAb09295,public_intoxication,M
35884,C392158,2/2/15 16:00,KiRu30005,harassment,F
35885,C392175,2/2/15 18:00,KiRu30349,harassment,F
35886,C392193,2/2/15 19:00,KiZu31191,sexual_assault,F
35887,C392195,2/2/15 20:00,AkRu08913,harassment,F
35888,C392201,2/2/15 20:00,HaRu20754,harassment,F
35889,C392202,2/2/15 21:00,KiRu29075,theft,F
35890,C392210,2/2/15 21:00,KiZu31039,sexual_assault,F
35891,C392215,2/2/15 22:00,AkRu05111,harassment,C
35892,C392242,2/2/15 22:00,KiMr25199,harassment,F
35893,C392262,2/2/15 23:00,KiHa22757,public_intoxication,M
35894,C392268,2/3/15 6:00,SoRu37625,theft,F
35895,C392292,2/3/15 7:00,AkRu06829,severe_assault,C
35896,C392299,2/3/15 10:00,KiRu29394,sexual_assault,F
35897,C392320,2/3/15 10:00,AkRu07683,harassment,F
35898,C392337,2/3/15 10:00,SoRu35257,sexual_assault,F
35899,C392366,2/3/15 12:00,KiRu28658,murder,F
35900,C392368,2/3/15 14:00,KiIs24214,theft,F
35901,C392372,2/3/15 18:00,AkRu08311,sexual_assault,F
35902,C392401,2/3/15 18:00,AkRu06458,theft,F
35903,C392408,2/3/15 22:00,KiRu28540,murder,F
35904,C392445,2/3/15 22:00,KiRu25792,harassment,F
35905,C392457,2/3/15 23:00,AmDa12087,sexual_assault,F
35906,C392466,2/3/15 23:00,AmAb09021,severe_assault,M
35907,C392467,2/4/15 5:00,AkRu06011,sexual_assault,F
35908,C392474,2/4/15 5:00,AmDa11378,theft,M
35909,C392477,2/4/15 6:00,AmRu13391,public_intoxication,F
35910,C392480,2/4/15 6:00,AmDa12147,murder,F
35911,C392489,2/4/15 9:00,AkRu07229,public_intoxication,F
35912,C392516,2/4/15 9:00,AkRu07197,harassment,F
35913,C392559,2/4/15 9:00,KiRu28618,murder,F
35914,C392602,2/4/15 12:00,AmAb09128,vandalism,M
35915,C392611,2/4/15 13:00,AkRu08153,harassment,F
35916,C392619,2/4/15 14:00,HaRu18153,severe_assault,M
35917,C392625,2/4/15 17:00,SoRu37838,theft,M
35918,C392626,2/4/15 18:00,AmAs10345,vandalism,M
35919,C392647,2/4/15 18:00,AkRu03668,public_intoxication,F
35920,C392651,2/4/15 18:00,AkKi00911,theft,F
35921,C392682,2/4/15 19:00,KiRu27273,harassment,C
35922,C392701,2/4/15 22:00,HaRu17093,public_intoxication,M
35923,C392706,2/4/15 22:00,SoRu36116,harassment,F
35924,C392713,2/4/15 23:00,AkRu08917,public_intoxication,F
35925,C392727,2/4/15 23:00,AkRu05916,harassment,F
35926,C392730,2/5/15 4:00,SoRu35291,harassment,F
35927,C392742,2/5/15 5:00,AmDa11503,harassment,F
35928,C392752,2/5/15 7:00,SoMa33877,theft,F
35929,C392753,2/5/15 8:00,AmPw12447,severe_assault,M
35930,C392772,2/5/15 10:00,AkRu05358,theft,C
35931,C392774,2/5/15 12:00,KiRu28922,harassment,M
35932,C392798,2/5/15 15:00,SoRu38876,public_intoxication,F
35933,C392801,2/5/15 16:00,AkRu05414,harassment,F
35934,C392803,2/5/15 16:00,SoRu39249,public_intoxication,F
35935,C392826,2/5/15 17:00,AkRu04487,murder,F
35936,C392829,2/5/15 17:00,HaRu18033,sexual_assault,F
35937,C392839,2/5/15 17:00,SoRu37907,theft,F
35938,C392908,2/5/15 18:00,KiZu31270,sexual_assault,F
35939,C392910,2/5/15 19:00,AkRu05358,harassment,F
35940,C392919,2/5/15 20:00,KiZu31309,sexual_assault,F
35941,C392947,2/5/15 20:00,AkRu07612,harassment,C
35942,C392956,2/5/15 21:00,KiRu28248,theft,F
35943,C392961,2/5/15 22:00,AkRu03888,severe_assault,F
35944,C392975,2/6/15 4:00,AmAs10276,theft,M
35945,C392984,2/6/15 6:00,AmAs10070,harassment,M
35946,C392998,2/6/15 6:00,AmPw12773,sexual_assault,F
35947,C393005,2/6/15 6:00,KiRu28662,harassment,F
35948,C393008,2/6/15 6:00,AmDa11525,vandalism,M
35949,C393009,2/6/15 7:00,AmDa12165,harassment,M
35950,C393027,2/6/15 7:00,HaRu18521,vandalism,F
35951,C393037,2/6/15 7:00,AkRu05509,public_intoxication,F
35952,C393043,2/6/15 8:00,HaRu17062,vandalism,M
35953,C393083,2/6/15 8:00,SoKo33370,vandalism,C
35954,C393091,2/6/15 9:00,HaRu18465,public_intoxication,F
35955,C393112,2/6/15 10:00,SoRu37901,harassment,F
35956,C393122,2/6/15 10:00,SoRu37400,sexual_assault,F
35957,C393127,2/6/15 11:00,KiRu26051,murder,F
35958,C393138,2/6/15 11:00,AkRu07876,sexual_assault,C
35959,C393150,2/6/15 12:00,HaRu19781,harassment,F
35960,C393170,2/6/15 13:00,AmAs10609,public_intoxication,M
35961,C393194,2/6/15 18:00,AmDa11373,theft,M
35962,C393196,2/6/15 19:00,SoRu38668,harassment,F
35963,C393199,2/6/15 20:00,HaRu19187,harassment,F
35964,C393206,2/6/15 20:00,AmAs10333,theft,M
35965,C393208,2/6/15 20:00,AkRu02680,theft,F
35966,C393215,2/6/15 21:00,HaRu20823,sexual_assault,F
35967,C393229,2/6/15 21:00,HaRu20363,sexual_assault,F
35968,C393234,2/6/15 21:00,AkRu05752,vandalism,C
35969,C393241,2/6/15 21:00,KiRu26316,harassment,F
35970,C393259,2/6/15 21:00,AkRu07057,theft,F
35971,C393261,2/6/15 22:00,KiRu28894,sexual_assault,F
35972,C393273,2/6/15 22:00,AkRu04809,sexual_assault,F
35973,C393280,2/6/15 23:00,SoRu34723,theft,F
35974,C393323,2/6/15 23:00,AkRu03693,vandalism,C
35975,C393327,2/6/15 23:00,KiRu26699,theft,M
35976,C393350,2/6/15 23:00,SoRu34780,harassment,F
35977,C393363,2/7/15 4:00,AkRu08636,theft,F
35978,C393364,2/7/15 7:00,HaRu19331,theft,F
35979,C393367,2/7/15 7:00,SoMa33952,theft,F
35980,C393381,2/7/15 7:00,AkRu03503,harassment,F
35981,C393400,2/7/15 7:00,KiZu30716,theft,M
35982,C393405,2/7/15 7:00,AkRu04093,theft,F
35983,C393406,2/7/15 8:00,AkRu05773,public_intoxication,C
35984,C393417,2/7/15 8:00,HaRu18949,harassment,F
35985,C393420,2/7/15 10:00,HaAm16087,theft,M
35986,C393423,2/7/15 11:00,HaSe20879,vandalism,M
35987,C393424,2/7/15 11:00,HaRu18482,theft,F
35988,C393448,2/7/15 12:00,SoRu37717,severe_assault,F
35989,C393465,2/7/15 13:00,AkRu04292,theft,F
35990,C393480,2/7/15 13:00,SoRu38347,harassment,M
35991,C393497,2/7/15 13:00,AkRu06826,severe_assault,F
35992,C393500,2/7/15 13:00,AkRu08508,harassment,F
35993,C393529,2/7/15 14:00,AmBe11236,harassment,M
35994,C393531,2/7/15 15:00,AkRu08636,theft,C
35995,C393533,2/7/15 16:00,SoRu36937,theft,C
35996,C393579,2/7/15 17:00,AmAm09906,theft,M
35997,C393585,2/7/15 17:00,HaRu19631,harassment,F
35998,C393596,2/7/15 17:00,HaRu20589,harassment,M
35999,C393616,2/7/15 18:00,HaRu20480,vandalism,F
36000,C393622,2/7/15 18:00,AkRu06719,theft,F
36001,C393632,2/7/15 19:00,AkRu04024,theft,F
36002,C393642,2/7/15 22:00,SoRu35828,severe_assault,M
36003,C393643,2/7/15 23:00,AmPw12626,sexual_assault,C
36004,C393666,2/7/15 23:00,SoRu35458,public_intoxication,F
36005,C393669,2/8/15 6:00,SoRu34861,public_intoxication,M
36006,C393672,2/8/15 14:00,SoMa33761,vandalism,F
36007,C393679,2/8/15 19:00,SoRu39014,theft,F
36008,C393680,2/8/15 20:00,SoRu37003,theft,F
36009,C393681,2/8/15 21:00,AkRu06964,harassment,C
36010,C393687,2/8/15 22:00,AkRu05171,sexual_assault,F
36011,C393695,2/8/15 22:00,HaRu17688,theft,M
36012,C393701,2/9/15 4:00,KiRu27167,sexual_assault,F
36013,C393711,2/9/15 4:00,SoRu39505,harassment,F
36014,C393728,2/9/15 8:00,KiZu30996,harassment,F
36015,C393746,2/9/15 9:00,AkRu06692,severe_assault,F
36016,C393758,2/9/15 12:00,KiZu31163,harassment,F
36017,C393779,2/9/15 13:00,AmPw12491,theft,M
36018,C393781,2/9/15 17:00,AkRu07432,sexual_assault,F
36019,C393790,2/9/15 18:00,HaRu18950,sexual_assault,F
36020,C393805,2/9/15 20:00,AmAs10140,severe_assault,M
36021,C393806,2/9/15 21:00,KiRu29724,harassment,F
36022,C393812,2/9/15 23:00,AmPw12773,sexual_assault,F
36023,C393822,2/9/15 23:00,HaRu17423,severe_assault,C
36024,C393828,2/9/15 23:00,KiRu26109,public_intoxication,F
36025,C393863,2/10/15 5:00,AkRu03062,sexual_assault,F
36026,C393865,2/10/15 7:00,SoRu34784,harassment,F
36027,C393868,2/10/15 8:00,KiMr25199,harassment,F
36028,C393869,2/10/15 8:00,AkRu04611,public_intoxication,F
36029,C393874,2/10/15 8:00,AkRu04680,sexual_assault,F
36030,C393926,2/10/15 9:00,AkRu06566,harassment,F
36031,C393929,2/10/15 15:00,AkRu05384,harassment,F
36032,C393952,2/10/15 19:00,HaRu19707,harassment,F
36033,C393957,2/10/15 20:00,KiAm22391,theft,M
36034,C393961,2/10/15 22:00,AmAm09702,harassment,C
36035,C393964,2/10/15 23:00,SoRu35034,public_intoxication,F
36036,C393973,2/10/15 23:00,AmAs10414,theft,M
36037,C394038,2/10/15 23:00,KiRu26051,sexual_assault,F
36038,C394051,2/11/15 4:00,SoRu37078,sexual_assault,F
36039,C394054,2/11/15 4:00,SoRu36533,vandalism,F
36040,C394084,2/11/15 5:00,KiHa23105,severe_assault,C
36041,C394093,2/11/15 6:00,AmBe11097,harassment,M
36042,C394098,2/11/15 7:00,AmBe11065,severe_assault,C
36043,C394099,2/11/15 8:00,AmPw12544,harassment,M
36044,C394106,2/11/15 9:00,AkRu08912,severe_assault,F
36045,C394111,2/11/15 10:00,SoRu37484,theft,F
36046,C394137,2/11/15 16:00,AmPw12761,severe_assault,M
36047,C394141,2/11/15 19:00,AkRu08260,sexual_assault,F
36048,C394161,2/11/15 20:00,KiRu27809,harassment,F
36049,C394170,2/11/15 21:00,HaRu18699,harassment,F
36050,C394178,2/11/15 23:00,SoRu34912,harassment,F
36051,C394179,2/11/15 23:00,AkRu07613,murder,F
36052,C394181,2/12/15 7:00,SoMa33575,harassment,M
36053,C394186,2/12/15 7:00,SoRu34644,murder,F
36054,C394187,2/12/15 7:00,AmRu14295,public_intoxication,M
36055,C394212,2/12/15 9:00,HaDe16333,public_intoxication,M
36056,C394263,2/12/15 10:00,AkHa00577,harassment,F
36057,C394275,2/12/15 11:00,SoRu36709,harassment,F
36058,C394280,2/12/15 18:00,AkRu07575,harassment,C
36059,C394285,2/12/15 20:00,AkRu06690,vandalism,F
36060,C394288,2/12/15 20:00,KiZu31241,murder,F
36061,C394293,2/12/15 21:00,HaRu18902,public_intoxication,F
36062,C394299,2/12/15 21:00,AmPw12741,harassment,F
36063,C394301,2/12/15 23:00,KiRu25459,vandalism,F
36064,C394312,2/13/15 6:00,AkRu07905,public_intoxication,F
36065,C394330,2/13/15 6:00,AmAm09505,public_intoxication,M
36066,C394335,2/13/15 7:00,AmRu15816,sexual_assault,M
36067,C394343,2/13/15 9:00,AmRu13144,theft,M
36068,C394345,2/13/15 10:00,AmDa12096,harassment,M
36069,C394357,2/13/15 10:00,AmAs10595,harassment,F
36070,C394370,2/13/15 11:00,KiRu29288,harassment,C
36071,C394392,2/13/15 11:00,HaRu17660,theft,F
36072,C394408,2/13/15 11:00,HaRu19237,harassment,F
36073,C394413,2/13/15 12:00,SoRu38323,sexual_assault,F
36074,C394436,2/13/15 14:00,KiRu26267,public_intoxication,M
36075,C394471,2/13/15 14:00,SoIl32945,harassment,F
36076,C394479,2/13/15 16:00,AmPw12761,harassment,M
36077,C394480,2/13/15 17:00,HaRu19818,severe_assault,F
36078,C394483,2/13/15 17:00,AmRu14712,sexual_assault,F
36079,C394496,2/13/15 19:00,KiHa23398,sexual_assault,F
36080,C394503,2/13/15 20:00,SoRu36709,sexual_assault,F
36081,C394521,2/13/15 20:00,SoRu35040,harassment,F
36082,C394525,2/13/15 21:00,KiRu30628,sexual_assault,M
36083,C394533,2/13/15 21:00,AmBe11141,sexual_assault,F
36084,C394546,2/13/15 22:00,AmDa11603,harassment,C
36085,C394550,2/13/15 22:00,KiZu31235,sexual_assault,F
36086,C394551,2/13/15 22:00,AkRu07346,harassment,F
36087,C394558,2/13/15 22:00,AkRu05749,murder,F
36088,C394559,2/13/15 23:00,AkRu07271,theft,F
36089,C394596,2/13/15 23:00,HaRu20438,harassment,F
36090,C394604,2/14/15 4:00,KiHa23398,theft,F
36091,C394616,2/14/15 5:00,HaRu19015,harassment,F
36092,C394622,2/14/15 5:00,AkRu03619,harassment,F
36093,C394641,2/14/15 8:00,AmRu14172,theft,M
36094,C394643,2/14/15 8:00,SoMa33614,harassment,C
36095,C394647,2/14/15 9:00,KiRu27562,theft,M
36096,C394654,2/14/15 9:00,AkRu05985,severe_assault,M
36097,C394655,2/14/15 10:00,AmAs10507,severe_assault,M
36098,C394665,2/14/15 14:00,AkLu01603,theft,M
36099,C394673,2/14/15 15:00,AmBe11043,theft,M
36100,C394677,2/14/15 15:00,HaRu18153,theft,F
36101,C394688,2/14/15 16:00,AkRu04772,theft,F
36102,C394706,2/14/15 17:00,KiZu31014,sexual_assault,F
36103,C394720,2/14/15 17:00,HaRu18687,vandalism,F
36104,C394726,2/14/15 17:00,AmRu12843,harassment,M
36105,C394735,2/14/15 18:00,KiRu29305,severe_assault,M
36106,C394741,2/14/15 18:00,KiRu29363,public_intoxication,M
36107,C394770,2/14/15 19:00,KiMr24710,public_intoxication,M
36108,C394771,2/14/15 19:00,SoRu37625,harassment,F
36109,C394772,2/14/15 19:00,AkRu04899,theft,F
36110,C394782,2/14/15 19:00,SoIl32723,public_intoxication,M
36111,C394789,2/14/15 19:00,KiRu28174,murder,M
36112,C394804,2/14/15 21:00,HaRu18033,public_intoxication,F
36113,C394805,2/14/15 22:00,AmAb08983,severe_assault,F
36114,C394828,2/14/15 22:00,KiRu27616,sexual_assault,F
36115,C394839,2/14/15 23:00,AmAb09253,harassment,M
36116,C394859,2/14/15 23:00,KiRu25381,public_intoxication,F
36117,C394864,2/15/15 6:00,AkRu05974,harassment,C
36118,C394869,2/15/15 6:00,KiRu27167,sexual_assault,M
36119,C394890,2/15/15 8:00,KiZu31399,theft,F
36120,C394911,2/15/15 8:00,SoRu36729,public_intoxication,F
36121,C394935,2/15/15 8:00,SoRu35301,severe_assault,F
36122,C394939,2/15/15 12:00,KiRu26835,public_intoxication,F
36123,C394943,2/15/15 13:00,AkRu06750,sexual_assault,F
36124,C394944,2/15/15 13:00,KiRu30126,harassment,F
36125,C394947,2/15/15 15:00,AkRu08787,theft,F
36126,C394948,2/15/15 18:00,KiRu27175,vandalism,M
36127,C394951,2/15/15 19:00,KiZu30866,theft,M
36128,C394970,2/15/15 19:00,KiZu31032,theft,F
36129,C394973,2/15/15 19:00,AkRu05359,theft,F
36130,C394985,2/15/15 21:00,AkRu05637,public_intoxication,F
36131,C394987,2/15/15 21:00,AkRu04275,harassment,F
36132,C394993,2/15/15 23:00,AkRu04024,harassment,F
36133,C394999,2/16/15 4:00,HaRu17343,vandalism,F
36134,C395016,2/16/15 5:00,HaRu17545,sexual_assault,F
36135,C395037,2/16/15 5:00,AkRu04963,murder,F
36136,C395041,2/16/15 6:00,KiZu30759,harassment,F
36137,C395053,2/16/15 8:00,KiZu31163,theft,F
36138,C395060,2/16/15 8:00,SoRu36934,theft,M
36139,C395062,2/16/15 9:00,KiRu27277,public_intoxication,F
36140,C395063,2/16/15 10:00,KiRu29915,theft,F
36141,C395074,2/16/15 12:00,AkRu04287,harassment,F
36142,C395079,2/16/15 15:00,KiRu26651,harassment,F
36143,C395082,2/16/15 15:00,SoRu36725,public_intoxication,F
36144,C395087,2/16/15 15:00,AkRu06516,harassment,M
36145,C395088,2/16/15 17:00,SoRu36914,harassment,F
36146,C395098,2/16/15 18:00,HaRu18687,sexual_assault,M
36147,C395114,2/16/15 21:00,AkRu07746,sexual_assault,F
36148,C395160,2/16/15 21:00,HaRu17708,theft,F
36149,C395190,2/16/15 21:00,AmAb09076,harassment,F
36150,C395195,2/16/15 21:00,KiRu29724,harassment,F
36151,C395196,2/16/15 22:00,SoRu37130,theft,F
36152,C395198,2/16/15 22:00,HaRu17005,theft,M
36153,C395199,2/16/15 23:00,SoRu36501,public_intoxication,C
36154,C395202,2/16/15 23:00,AkRu07466,murder,F
36155,C395208,2/16/15 23:00,SoRu37779,sexual_assault,F
36156,C395211,2/17/15 4:00,HaRu20684,harassment,M
36157,C395212,2/17/15 4:00,HaRu19509,theft,F
36158,C395217,2/17/15 4:00,AkRu06111,public_intoxication,C
36159,C395226,2/17/15 6:00,SoRu38534,sexual_assault,F
36160,C395232,2/17/15 9:00,AmAs10734,public_intoxication,M
36161,C395238,2/17/15 10:00,AmPw12478,theft,M
36162,C395258,2/17/15 12:00,AmAm09889,theft,M
36163,C395260,2/17/15 13:00,AkRu03955,harassment,F
36164,C395269,2/17/15 15:00,SoRu38115,sexual_assault,F
36165,C395272,2/17/15 15:00,KiZu30922,theft,F
36166,C395309,2/17/15 18:00,AkRu05039,harassment,F
36167,C395323,2/17/15 19:00,SoRu35024,harassment,C
36168,C395327,2/17/15 19:00,AmPw12645,murder,M
36169,C395335,2/17/15 19:00,HaRu20126,theft,F
36170,C395339,2/17/15 20:00,AmRu15821,severe_assault,M
36171,C395346,2/17/15 22:00,KiRu27620,theft,M
36172,C395348,2/17/15 22:00,HaRu20837,harassment,F
36173,C395352,2/18/15 4:00,KiZu31286,harassment,F
36174,C395357,2/18/15 5:00,HaRu19434,sexual_assault,M
36175,C395395,2/18/15 7:00,AkRu03366,sexual_assault,F
36176,C395401,2/18/15 7:00,KiRu30487,sexual_assault,F
36177,C395409,2/18/15 10:00,HaRu20179,public_intoxication,F
36178,C395411,2/18/15 10:00,SoRu36716,harassment,F
36179,C395426,2/18/15 11:00,HaRu20164,harassment,F
36180,C395441,2/18/15 13:00,KiRu26736,harassment,F
36181,C395446,2/18/15 15:00,AkRu03984,sexual_assault,C
36182,C395448,2/18/15 16:00,AkRu08730,harassment,F
36183,C395460,2/18/15 17:00,AkRu07220,harassment,F
36184,C395461,2/18/15 18:00,AmRu15098,vandalism,M
36185,C395464,2/18/15 22:00,HaRu18424,sexual_assault,F
36186,C395474,2/18/15 23:00,KiZu31214,sexual_assault,F
36187,C395480,2/18/15 23:00,KiRu25642,vandalism,M
36188,C395495,2/19/15 4:00,AkRu05230,harassment,F
36189,C395499,2/19/15 5:00,SoIl32392,harassment,F
36190,C395516,2/19/15 6:00,AmAs10146,theft,M
36191,C395524,2/19/15 8:00,AkRu05572,sexual_assault,F
36192,C395526,2/19/15 8:00,AmBe11065,sexual_assault,M
36193,C395538,2/19/15 9:00,HaRu19937,public_intoxication,F
36194,C395548,2/19/15 10:00,AkRu07059,theft,F
36195,C395556,2/19/15 11:00,HaRu17102,sexual_assault,F
36196,C395564,2/19/15 12:00,AmRu12799,vandalism,M
36197,C395598,2/19/15 13:00,SoRu35608,theft,F
36198,C395599,2/19/15 14:00,KiRu25640,harassment,F
36199,C395609,2/19/15 16:00,KiZu30748,murder,F
36200,C395622,2/19/15 18:00,AkRu04962,vandalism,F
36201,C395625,2/19/15 20:00,KiRu30207,sexual_assault,F
36202,C395627,2/19/15 22:00,AmRu13427,public_intoxication,F
36203,C395635,2/20/15 5:00,KiRu30392,harassment,F
36204,C395642,2/20/15 6:00,KiZu30771,vandalism,F
36205,C395651,2/20/15 7:00,AkRu05324,sexual_assault,F
36206,C395660,2/20/15 8:00,KiRu26842,harassment,F
36207,C395671,2/20/15 10:00,AkLu01773,theft,C
36208,C395691,2/20/15 11:00,AkRu04462,theft,C
36209,C395696,2/20/15 11:00,SoRu36758,public_intoxication,M
36210,C395703,2/20/15 11:00,SoRu36950,sexual_assault,F
36211,C395719,2/20/15 13:00,KiHa23398,vandalism,C
36212,C395741,2/20/15 14:00,KiRu29779,public_intoxication,F
36213,C395751,2/20/15 15:00,KiRu30461,sexual_assault,F
36214,C395761,2/20/15 15:00,KiRu27278,harassment,F
36215,C395765,2/20/15 15:00,AkRu04962,public_intoxication,F
36216,C395788,2/20/15 16:00,AmAs10557,theft,C
36217,C395789,2/20/15 19:00,AkRu07606,theft,C
36218,C395790,2/20/15 20:00,AmAs10754,theft,M
36219,C395791,2/20/15 21:00,KiRu26491,murder,F
36220,C395796,2/20/15 22:00,AkRu03264,harassment,F
36221,C395813,2/20/15 23:00,SoRu36422,harassment,F
36222,C395820,2/20/15 23:00,KiZu31066,murder,F
36223,C395830,2/21/15 4:00,SoRu35086,severe_assault,M
36224,C395837,2/21/15 4:00,AkRu07173,severe_assault,M
36225,C395839,2/21/15 4:00,KiRu26448,severe_assault,F
36226,C395874,2/21/15 5:00,AkHa00756,vandalism,F
36227,C395884,2/21/15 5:00,KiIs23730,public_intoxication,F
36228,C395888,2/21/15 6:00,AmRu14089,public_intoxication,C
36229,C395899,2/21/15 6:00,AkRu03854,sexual_assault,F
36230,C395904,2/21/15 6:00,AkRu08397,sexual_assault,M
36231,C395914,2/21/15 7:00,AkRu03691,harassment,F
36232,C395916,2/21/15 8:00,AmDa11974,public_intoxication,F
36233,C395918,2/21/15 8:00,KiZu31157,public_intoxication,M
36234,C395945,2/21/15 8:00,KiRu27735,sexual_assault,M
36235,C395952,2/21/15 9:00,AkRu05784,harassment,F
36236,C395953,2/21/15 10:00,SoRu37296,public_intoxication,M
36237,C395972,2/21/15 10:00,KiRu26812,severe_assault,M
36238,C395978,2/21/15 10:00,SoRu34682,theft,F
36239,C395979,2/21/15 12:00,HaRu19331,severe_assault,M
36240,C395988,2/21/15 12:00,KiRu26493,vandalism,C
36241,C396000,2/21/15 12:00,SoRu35434,theft,M
36242,C396023,2/21/15 13:00,SoRu37296,harassment,M
36243,C396030,2/21/15 13:00,HaRu18043,public_intoxication,M
36244,C396035,2/21/15 14:00,AmAb09055,severe_assault,M
36245,C396039,2/21/15 14:00,KiRu25504,theft,M
36246,C396050,2/21/15 14:00,HaRu19579,theft,F
36247,C396074,2/21/15 16:00,KiRu25250,vandalism,F
36248,C396080,2/21/15 16:00,AmBe10965,severe_assault,M
36249,C396089,2/21/15 18:00,AkRu04751,harassment,M
36250,C396093,2/21/15 19:00,KiRu28539,sexual_assault,F
36251,C396102,2/21/15 19:00,AkRu03209,sexual_assault,C
36252,C396104,2/21/15 19:00,KiRu29114,vandalism,F
36253,C396121,2/21/15 19:00,KiZu30936,harassment,M
36254,C396133,2/21/15 20:00,AmBe11299,theft,M
36255,C396138,2/21/15 20:00,KiZu30709,public_intoxication,C
36256,C396141,2/21/15 21:00,KiRu26779,murder,F
36257,C396148,2/21/15 21:00,HaAm16025,theft,F
36258,C396153,2/21/15 21:00,HaRu17763,harassment,F
36259,C396156,2/21/15 22:00,AkRu07653,harassment,M
36260,C396160,2/21/15 22:00,HaRu20545,public_intoxication,F
36261,C396187,2/21/15 23:00,AmAm09906,harassment,M
36262,C396194,2/22/15 5:00,HaRu18482,theft,F
36263,C396196,2/22/15 5:00,SoRu37296,public_intoxication,F
36264,C396197,2/22/15 6:00,KiRu26509,theft,F
36265,C396203,2/22/15 10:00,HaRu19572,theft,F
36266,C396207,2/22/15 10:00,SoRu37001,vandalism,F
36267,C396212,2/22/15 11:00,HaRu20543,sexual_assault,F
36268,C396218,2/22/15 12:00,AkRu08712,vandalism,F
36269,C396230,2/22/15 15:00,AkRu05985,theft,C
36270,C396232,2/22/15 16:00,AmPw12430,sexual_assault,M
36271,C396245,2/22/15 17:00,AmDa12096,severe_assault,M
36272,C396255,2/22/15 17:00,AmAs10655,vandalism,M
36273,C396275,2/22/15 20:00,KiIs23958,sexual_assault,M
36274,C396288,2/22/15 23:00,AmAs10600,murder,M
36275,C396317,2/23/15 5:00,SoMa33877,theft,F
36276,C396332,2/23/15 6:00,SoRu39189,sexual_assault,M
36277,C396355,2/23/15 7:00,HaZa21847,murder,M
36278,C396357,2/23/15 7:00,SoRu34725,harassment,F
36279,C396360,2/23/15 7:00,HaRu17854,harassment,F
36280,C396399,2/23/15 7:00,SoRu38115,murder,F
36281,C396400,2/23/15 7:00,SoRu37328,harassment,F
36282,C396421,2/23/15 9:00,AkRu08091,murder,F
36283,C396428,2/23/15 9:00,AmRu14380,sexual_assault,M
36284,C396436,2/23/15 11:00,KiZu30887,harassment,F
36285,C396445,2/23/15 12:00,SoRu38960,sexual_assault,F
36286,C396460,2/23/15 13:00,SoRu36475,sexual_assault,F
36287,C396462,2/23/15 14:00,AmAb09084,theft,M
36288,C396486,2/23/15 18:00,HaRu19113,harassment,F
36289,C396499,2/23/15 18:00,KiRu29176,harassment,F
36290,C396506,2/23/15 22:00,HaRu20193,theft,M
36291,C396512,2/23/15 22:00,AkKi01046,harassment,F
36292,C396526,2/23/15 22:00,AkRu06412,sexual_assault,F
36293,C396568,2/23/15 22:00,SoRu35234,sexual_assault,F
36294,C396579,2/24/15 5:00,AmRu14820,public_intoxication,M
36295,C396593,2/24/15 5:00,AmDa11676,public_intoxication,M
36296,C396605,2/24/15 8:00,KiRu29203,murder,F
36297,C396607,2/24/15 10:00,KiAm21933,harassment,F
36298,C396615,2/24/15 10:00,SoKo33334,sexual_assault,F
36299,C396622,2/24/15 11:00,KiRu25381,harassment,C
36300,C396628,2/24/15 12:00,SoRu35296,harassment,F
36301,C396656,2/24/15 13:00,HaRu18587,harassment,F
36302,C396668,2/24/15 15:00,KiZu30689,public_intoxication,C
36303,C396726,2/24/15 16:00,AkRu05384,public_intoxication,F
36304,C396740,2/24/15 16:00,AmPw12295,severe_assault,F
36305,C396748,2/24/15 18:00,HaRu19910,severe_assault,F
36306,C396755,2/24/15 18:00,AmPw12447,harassment,M
36307,C396776,2/24/15 18:00,AkRu06672,harassment,F
36308,C396777,2/24/15 19:00,AmAs10037,public_intoxication,M
36309,C396791,2/24/15 19:00,AkRu06970,vandalism,C
36310,C396797,2/24/15 19:00,AkRu04364,theft,F
36311,C396809,2/24/15 21:00,KiZu31026,harassment,F
36312,C396814,2/24/15 21:00,AmAb09004,harassment,F
