source_id,type_of_water_source,number_of_people_served,priority_status
HaRu20540224,tap_in_home_broken,640,CRITICAL
HaRu20541224,well,380,HIGH (Requires Pollution Check)
HaRu20542224,well,242,HIGH (Requires Pollution Check)
HaRu20543224,shared_tap,1640,STANDARD
HaRu20544224,well,250,HIGH (Requires Pollution Check)
HaRu20545224,shared_tap,3698,STANDARD
HaRu20546224,well,196,HIGH (Requires Pollution Check)
HaRu20547224,well,162,HIGH (Requires Pollution Check)
HaRu20548224,tap_in_home,364,STANDARD
HaRu20549224,tap_in_home_broken,978,CRITICAL
HaRu20550224,tap_in_home,766,STANDARD
HaRu20551224,well,240,HIGH (Requires Pollution Check)
HaRu20552224,tap_in_home_broken,760,CRITICAL
HaRu20553224,well,274,HIGH (Requires Pollution Check)
HaRu20554224,well,216,HIGH (Requires Pollution Check)
HaRu20555224,shared_tap,3050,STANDARD
HaRu20556224,river,920,CRITICAL
HaRu20557224,well,378,HIGH (Requires Pollution Check)
HaRu20558224,well,398,HIGH (Requires Pollution Check)
HaRu20559224,river,600,CRITICAL
HaRu20560224,well,376,HIGH (Requires Pollution Check)
HaRu20561224,well,246,HIGH (Requires Pollution Check)
HaRu20562224,well,388,HIGH (Requires Pollution Check)
HaRu20563224,well,330,HIGH (Requires Pollution Check)
HaRu20564224,tap_in_home,698,STANDARD
HaRu20565224,tap_in_home_broken,874,CRITICAL
HaRu20566224,tap_in_home_broken,362,CRITICAL
HaRu20567224,tap_in_home,530,STANDARD
HaRu20568224,well,186,HIGH (Requires Pollution Check)
HaRu20569224,tap_in_home,830,STANDARD
HaRu20570224,tap_in_home_broken,756,CRITICAL
HaRu20571224,tap_in_home_broken,688,CRITICAL
HaRu20572224,well,374,HIGH (Requires Pollution Check)
HaRu20573224,well,336,HIGH (Requires Pollution Check)
HaRu20574224,tap_in_home_broken,560,CRITICAL
HaRu20575224,shared_tap,2106,STANDARD
HaRu20576224,tap_in_home_broken,980,CRITICAL
HaRu20577224,tap_in_home_broken,596,CRITICAL
HaRu20578224,shared_tap,2614,STANDARD
HaRu20579224,well,222,HIGH (Requires Pollution Check)
HaRu20580224,well,366,HIGH (Requires Pollution Check)
HaRu20581224,tap_in_home_broken,604,CRITICAL
HaRu20582224,well,352,HIGH (Requires Pollution Check)
HaRu20583224,tap_in_home,812,STANDARD
HaRu20584224,well,320,HIGH (Requires Pollution Check)
HaRu20585224,tap_in_home,452,STANDARD
HaRu20586224,well,246,HIGH (Requires Pollution Check)
HaRu20587224,tap_in_home,314,STANDARD
HaRu20588224,well,332,HIGH (Requires Pollution Check)
HaRu20589224,shared_tap,1476,STANDARD
HaRu20590224,shared_tap,620,STANDARD
HaRu20591224,well,298,HIGH (Requires Pollution Check)
HaRu20592224,well,202,HIGH (Requires Pollution Check)
HaRu20593224,well,162,HIGH (Requires Pollution Check)
HaRu20594224,shared_tap,2220,STANDARD
HaRu20595224,well,222,HIGH (Requires Pollution Check)
HaRu20596224,shared_tap,3436,STANDARD
HaRu20597224,well,320,HIGH (Requires Pollution Check)
HaRu20598224,tap_in_home_broken,328,CRITICAL
HaRu20599224,river,872,CRITICAL
HaRu20600224,tap_in_home,530,STANDARD
HaRu20601224,well,212,HIGH (Requires Pollution Check)
HaRu20602224,shared_tap,1624,STANDARD
HaRu20603224,well,390,HIGH (Requires Pollution Check)
HaRu20604224,well,290,HIGH (Requires Pollution Check)
HaRu20605224,well,284,HIGH (Requires Pollution Check)
HaRu20606224,shared_tap,648,STANDARD
HaRu20607224,well,388,HIGH (Requires Pollution Check)
HaRu20608224,shared_tap,3224,STANDARD
HaRu20609224,tap_in_home_broken,326,CRITICAL
HaRu20610224,well,358,HIGH (Requires Pollution Check)
HaRu20611224,tap_in_home,390,STANDARD
HaRu20612224,tap_in_home,770,STANDARD
HaRu20613224,well,160,HIGH (Requires Pollution Check)
HaRu20614224,well,254,HIGH (Requires Pollution Check)
HaRu20615224,shared_tap,3526,STANDARD
HaRu20616224,well,254,HIGH (Requires Pollution Check)
HaRu20617224,well,382,HIGH (Requires Pollution Check)
HaRu20618224,well,364,HIGH (Requires Pollution Check)
HaRu20619224,shared_tap,1850,STANDARD
HaRu20620224,river,706,CRITICAL
HaRu20621224,river,638,CRITICAL
HaRu20622224,well,224,HIGH (Requires Pollution Check)
HaRu20623224,tap_in_home,896,STANDARD
HaRu20624224,shared_tap,2862,STANDARD
HaRu20625224,tap_in_home,968,STANDARD
HaRu20626224,well,262,HIGH (Requires Pollution Check)
HaRu20627224,shared_tap,2176,STANDARD
HaRu20628224,shared_tap,1068,STANDARD
HaRu20629224,well,340,HIGH (Requires Pollution Check)
HaRu20630224,well,286,HIGH (Requires Pollution Check)
HaRu20631224,shared_tap,1272,STANDARD
HaRu20632224,well,242,HIGH (Requires Pollution Check)
HaRu20633224,shared_tap,3158,STANDARD
HaRu20634224,well,306,HIGH (Requires Pollution Check)
HaRu20635224,tap_in_home,414,STANDARD
HaRu20636224,well,364,HIGH (Requires Pollution Check)
HaRu20637224,well,356,HIGH (Requires Pollution Check)
HaRu20638224,well,280,HIGH (Requires Pollution Check)
HaRu20639224,shared_tap,3026,STANDARD
HaRu20640224,tap_in_home_broken,490,CRITICAL
HaRu20641224,river,548,CRITICAL
HaRu20642224,tap_in_home_broken,456,CRITICAL
HaRu20643224,well,386,HIGH (Requires Pollution Check)
HaRu20644224,river,666,CRITICAL
HaRu20645224,well,244,HIGH (Requires Pollution Check)
HaRu20646224,tap_in_home_broken,998,CRITICAL
HaRu20647224,tap_in_home,772,STANDARD
HaRu20648224,well,288,HIGH (Requires Pollution Check)
HaRu20649224,well,252,HIGH (Requires Pollution Check)
HaRu20650224,well,208,HIGH (Requires Pollution Check)
HaRu20651224,well,256,HIGH (Requires Pollution Check)
HaRu20652224,tap_in_home,844,STANDARD
HaRu20653224,well,210,HIGH (Requires Pollution Check)
HaRu20654224,tap_in_home_broken,482,CRITICAL
HaRu20655224,tap_in_home_broken,514,CRITICAL
HaRu20656224,tap_in_home,430,STANDARD
HaRu20657224,well,374,HIGH (Requires Pollution Check)
HaRu20658224,well,270,HIGH (Requires Pollution Check)
HaRu20659224,tap_in_home_broken,394,CRITICAL
HaRu20660224,shared_tap,3754,STANDARD
HaRu20661224,well,346,HIGH (Requires Pollution Check)
HaRu20662224,well,276,HIGH (Requires Pollution Check)
HaRu20663224,well,310,HIGH (Requires Pollution Check)
HaRu20664224,shared_tap,2608,STANDARD
HaRu20665224,shared_tap,1606,STANDARD
HaRu20666224,well,328,HIGH (Requires Pollution Check)
HaRu20667224,well,214,HIGH (Requires Pollution Check)
HaRu20668224,tap_in_home_broken,700,CRITICAL
HaRu20669224,well,382,HIGH (Requires Pollution Check)
HaRu20670224,well,216,HIGH (Requires Pollution Check)
HaRu20671224,river,506,CRITICAL
HaRu20672224,well,324,HIGH (Requires Pollution Check)
HaRu20673224,well,248,HIGH (Requires Pollution Check)
HaRu20674224,shared_tap,3090,STANDARD
HaRu20675224,shared_tap,438,STANDARD
HaRu20676224,well,332,HIGH (Requires Pollution Check)
HaRu20677224,tap_in_home,470,STANDARD
HaRu20678224,tap_in_home_broken,634,CRITICAL
HaRu20679224,well,342,HIGH (Requires Pollution Check)
HaRu20680224,well,370,HIGH (Requires Pollution Check)
HaRu20681224,well,294,HIGH (Requires Pollution Check)
HaRu20682224,tap_in_home_broken,332,CRITICAL
HaRu20683224,well,184,HIGH (Requires Pollution Check)
HaRu20684224,shared_tap,1906,STANDARD
HaRu20685224,well,238,HIGH (Requires Pollution Check)
HaRu20686224,tap_in_home,632,STANDARD
HaRu20687224,well,360,HIGH (Requires Pollution Check)
HaRu20688224,well,354,HIGH (Requires Pollution Check)
HaRu20689224,well,360,HIGH (Requires Pollution Check)
HaRu20690224,well,252,HIGH (Requires Pollution Check)
HaRu20691224,well,360,HIGH (Requires Pollution Check)
HaRu20692224,well,174,HIGH (Requires Pollution Check)
HaRu20693224,well,368,HIGH (Requires Pollution Check)
HaRu20694224,tap_in_home,630,STANDARD
HaRu20695224,well,340,HIGH (Requires Pollution Check)
HaRu20696224,river,748,CRITICAL
HaRu20697224,well,298,HIGH (Requires Pollution Check)
HaRu20698224,well,190,HIGH (Requires Pollution Check)
HaRu20699224,well,174,HIGH (Requires Pollution Check)
HaRu20700224,well,278,HIGH (Requires Pollution Check)
HaRu20701224,well,282,HIGH (Requires Pollution Check)
HaRu20702224,tap_in_home_broken,944,CRITICAL
HaRu20703224,well,176,HIGH (Requires Pollution Check)
HaRu20704224,well,302,HIGH (Requires Pollution Check)
HaRu20705224,well,246,HIGH (Requires Pollution Check)
HaRu20706224,tap_in_home,996,STANDARD
HaRu20707224,well,184,HIGH (Requires Pollution Check)
HaRu20708224,well,204,HIGH (Requires Pollution Check)
HaRu20709224,well,208,HIGH (Requires Pollution Check)
HaRu20710224,well,352,HIGH (Requires Pollution Check)
HaRu20711224,shared_tap,2146,STANDARD
HaRu20712224,tap_in_home_broken,556,CRITICAL
HaRu20713224,tap_in_home,606,STANDARD
HaRu20714224,shared_tap,746,STANDARD
HaRu20715224,tap_in_home_broken,780,CRITICAL
HaRu20716224,river,676,CRITICAL
HaRu20717224,tap_in_home,832,STANDARD
HaRu20718224,well,328,HIGH (Requires Pollution Check)
HaRu20719224,well,258,HIGH (Requires Pollution Check)
HaRu20720224,tap_in_home_broken,612,CRITICAL
HaRu20721224,river,564,CRITICAL
HaRu20722224,well,190,HIGH (Requires Pollution Check)
HaRu20723224,shared_tap,1870,STANDARD
HaRu20724224,river,788,CRITICAL
HaRu20725224,shared_tap,3688,STANDARD
HaRu20726224,well,194,HIGH (Requires Pollution Check)
HaRu20727224,well,202,HIGH (Requires Pollution Check)
HaRu20728224,well,292,HIGH (Requires Pollution Check)
HaRu20729224,shared_tap,2328,STANDARD
HaRu20730224,shared_tap,2938,STANDARD
HaRu20731224,well,392,HIGH (Requires Pollution Check)
HaRu20732224,tap_in_home_broken,726,CRITICAL
HaRu20733224,tap_in_home,892,STANDARD
HaRu20734224,tap_in_home,658,STANDARD
HaRu20735224,tap_in_home,842,STANDARD
HaRu20736224,tap_in_home,344,STANDARD
HaRu20737224,well,250,HIGH (Requires Pollution Check)
HaRu20738224,well,178,HIGH (Requires Pollution Check)
HaRu20739224,well,232,HIGH (Requires Pollution Check)
HaRu20740224,river,820,CRITICAL
HaRu20741224,tap_in_home,666,STANDARD
HaRu20742224,tap_in_home,598,STANDARD
HaRu20743224,well,240,HIGH (Requires Pollution Check)
HaRu20744224,well,368,HIGH (Requires Pollution Check)
HaRu20745224,shared_tap,2080,STANDARD
HaRu20746224,well,374,HIGH (Requires Pollution Check)
HaRu20747224,well,172,HIGH (Requires Pollution Check)
HaRu20748224,tap_in_home_broken,462,CRITICAL
HaRu20749224,well,190,HIGH (Requires Pollution Check)
HaRu20750224,tap_in_home,700,STANDARD
HaRu20751224,shared_tap,1632,STANDARD
HaRu20752224,tap_in_home_broken,388,CRITICAL
HaRu20753224,well,384,HIGH (Requires Pollution Check)
HaRu20754224,shared_tap,2694,STANDARD
HaRu20755224,tap_in_home_broken,580,CRITICAL
HaRu20756224,shared_tap,2606,STANDARD
HaRu20757224,shared_tap,250,STANDARD
HaRu20758224,well,370,HIGH (Requires Pollution Check)
HaRu20759224,shared_tap,2930,STANDARD
HaRu20760224,well,246,HIGH (Requires Pollution Check)
HaRu20761224,tap_in_home,480,STANDARD
HaRu20762224,tap_in_home_broken,864,CRITICAL
HaRu20763224,well,270,HIGH (Requires Pollution Check)
HaRu20764224,tap_in_home_broken,330,CRITICAL
HaRu20765224,well,232,HIGH (Requires Pollution Check)
HaRu20766224,well,350,HIGH (Requires Pollution Check)
HaRu20767224,well,210,HIGH (Requires Pollution Check)
HaRu20768224,well,314,HIGH (Requires Pollution Check)
HaRu20769224,shared_tap,2692,STANDARD
HaRu20770224,tap_in_home,510,STANDARD
HaRu20771224,shared_tap,746,STANDARD
HaRu20772224,well,366,HIGH (Requires Pollution Check)
HaRu20773224,well,264,HIGH (Requires Pollution Check)
HaRu20774224,well,228,HIGH (Requires Pollution Check)
HaRu20775224,tap_in_home_broken,564,CRITICAL
HaRu20776224,shared_tap,1500,STANDARD
HaRu20777224,well,288,HIGH (Requires Pollution Check)
HaRu20778224,shared_tap,2130,STANDARD
HaRu20779224,well,250,HIGH (Requires Pollution Check)
HaRu20780224,tap_in_home,378,STANDARD
HaRu20781224,well,322,HIGH (Requires Pollution Check)
HaRu20782224,shared_tap,1984,STANDARD
HaRu20783224,tap_in_home,310,STANDARD
HaRu20784224,shared_tap,2636,STANDARD
HaRu20785224,shared_tap,3730,STANDARD
HaRu20786224,well,372,HIGH (Requires Pollution Check)
HaRu20787224,tap_in_home,600,STANDARD
HaRu20788224,river,498,CRITICAL
HaRu20789224,well,358,HIGH (Requires Pollution Check)
HaRu20790224,well,298,HIGH (Requires Pollution Check)
HaRu20791224,shared_tap,358,STANDARD
HaRu20792224,tap_in_home,984,STANDARD
HaRu20793224,well,168,HIGH (Requires Pollution Check)
HaRu20794224,well,378,HIGH (Requires Pollution Check)
HaRu20795224,tap_in_home,456,STANDARD
HaRu20796224,well,180,HIGH (Requires Pollution Check)
HaRu20797224,shared_tap,1972,STANDARD
HaRu20798224,shared_tap,620,STANDARD
HaRu20799224,well,188,HIGH (Requires Pollution Check)
HaRu20800224,well,282,HIGH (Requires Pollution Check)
HaRu20801224,tap_in_home,808,STANDARD
HaRu20802224,tap_in_home_broken,626,CRITICAL
HaRu20803224,shared_tap,698,STANDARD
HaRu20804224,well,280,HIGH (Requires Pollution Check)
HaRu20805224,tap_in_home,920,STANDARD
HaRu20806224,well,310,HIGH (Requires Pollution Check)
HaRu20807224,well,318,HIGH (Requires Pollution Check)
HaRu20808224,well,298,HIGH (Requires Pollution Check)
HaRu20809224,shared_tap,876,STANDARD
HaRu20810224,shared_tap,3134,STANDARD
HaRu20811224,well,240,HIGH (Requires Pollution Check)
HaRu20812224,well,218,HIGH (Requires Pollution Check)
HaRu20813224,well,184,HIGH (Requires Pollution Check)
HaRu20814224,well,252,HIGH (Requires Pollution Check)
HaRu20815224,tap_in_home_broken,612,CRITICAL
HaRu20816224,well,180,HIGH (Requires Pollution Check)
HaRu20817224,well,350,HIGH (Requires Pollution Check)
HaRu20818224,well,252,HIGH (Requires Pollution Check)
HaRu20819224,tap_in_home_broken,308,CRITICAL
HaRu20820224,well,304,HIGH (Requires Pollution Check)
HaRu20821224,well,184,HIGH (Requires Pollution Check)
HaRu20822224,shared_tap,2286,STANDARD
HaRu20823224,shared_tap,3982,STANDARD
HaRu20824224,well,302,HIGH (Requires Pollution Check)
HaRu20825224,river,478,CRITICAL
HaRu20826224,well,196,HIGH (Requires Pollution Check)
HaRu20827224,well,326,HIGH (Requires Pollution Check)
HaRu20828224,tap_in_home_broken,488,CRITICAL
HaRu20829224,shared_tap,3086,STANDARD
HaRu20830224,well,182,HIGH (Requires Pollution Check)
HaRu20831224,tap_in_home,410,STANDARD
HaRu20832224,well,226,HIGH (Requires Pollution Check)
HaRu20833224,well,262,HIGH (Requires Pollution Check)
HaRu20834224,shared_tap,780,STANDARD
HaRu20835224,tap_in_home_broken,786,CRITICAL
HaRu20836224,tap_in_home,424,STANDARD
HaRu20837224,shared_tap,1002,STANDARD
HaRu20838224,well,218,HIGH (Requires Pollution Check)
HaRu20839224,well,330,HIGH (Requires Pollution Check)
HaRu20840224,shared_tap,3396,STANDARD
HaRu20841224,well,202,HIGH (Requires Pollution Check)
HaRu20842224,well,286,HIGH (Requires Pollution Check)
HaRu20843224,shared_tap,2556,STANDARD
HaRu20844224,well,300,HIGH (Requires Pollution Check)
HaRu20845224,tap_in_home,554,STANDARD
HaRu20846224,well,310,HIGH (Requires Pollution Check)
HaRu20847224,well,262,HIGH (Requires Pollution Check)
HaRu20848224,well,306,HIGH (Requires Pollution Check)
HaRu20849224,well,188,HIGH (Requires Pollution Check)
HaRu20850224,well,352,HIGH (Requires Pollution Check)
HaRu20851224,tap_in_home_broken,600,CRITICAL
HaRu20852224,well,380,HIGH (Requires Pollution Check)
HaRu20853224,well,326,HIGH (Requires Pollution Check)
HaRu20854224,tap_in_home,534,STANDARD
HaRu20855224,well,382,HIGH (Requires Pollution Check)
HaRu20856224,well,294,HIGH (Requires Pollution Check)
HaRu20857224,tap_in_home_broken,844,CRITICAL
HaRu20858224,well,244,HIGH (Requires Pollution Check)
HaRu20859224,tap_in_home,628,STANDARD
HaRu20860224,well,212,HIGH (Requires Pollution Check)
HaRu20861224,well,160,HIGH (Requires Pollution Check)
HaRu20862224,shared_tap,1644,STANDARD
HaRu20863224,well,270,HIGH (Requires Pollution Check)
HaRu20864224,well,298,HIGH (Requires Pollution Check)
HaRu20865224,tap_in_home,376,STANDARD
HaRu20866224,shared_tap,1186,STANDARD
HaRu20867224,shared_tap,968,STANDARD
HaRu20868224,tap_in_home_broken,372,CRITICAL
HaRu20869224,well,272,HIGH (Requires Pollution Check)
HaSe20870224,tap_in_home_broken,726,CRITICAL
HaSe20871224,tap_in_home,958,STANDARD
HaSe20872224,tap_in_home_broken,418,CRITICAL
HaSe20873224,well,308,HIGH (Requires Pollution Check)
HaSe20874224,tap_in_home_broken,446,CRITICAL
HaSe20875224,tap_in_home_broken,508,CRITICAL
HaSe20876224,well,334,HIGH (Requires Pollution Check)
HaSe20877224,well,182,HIGH (Requires Pollution Check)
HaSe20878224,tap_in_home_broken,794,CRITICAL
HaSe20879224,shared_tap,3172,STANDARD
HaSe20880224,well,212,HIGH (Requires Pollution Check)
HaSe20881224,tap_in_home_broken,978,CRITICAL
HaSe20882224,tap_in_home,958,STANDARD
HaSe20883224,well,348,HIGH (Requires Pollution Check)
HaSe20884224,tap_in_home_broken,626,CRITICAL
HaSe20885224,well,358,HIGH (Requires Pollution Check)
HaSe20886224,well,176,HIGH (Requires Pollution Check)
HaSe20887224,tap_in_home_broken,720,CRITICAL
HaSe20888224,tap_in_home_broken,724,CRITICAL
HaSe20889224,well,324,HIGH (Requires Pollution Check)
HaSe20890224,well,200,HIGH (Requires Pollution Check)
HaSe20891224,tap_in_home,976,STANDARD
HaSe20892224,tap_in_home_broken,874,CRITICAL
HaSe20893224,well,266,HIGH (Requires Pollution Check)
HaSe20894224,well,306,HIGH (Requires Pollution Check)
HaSe20895224,well,322,HIGH (Requires Pollution Check)
HaSe20896224,well,280,HIGH (Requires Pollution Check)
HaSe20897224,well,184,HIGH (Requires Pollution Check)
HaSe20898224,well,304,HIGH (Requires Pollution Check)
HaSe20899224,tap_in_home,442,STANDARD
HaSe20900224,tap_in_home_broken,746,CRITICAL
HaSe20901224,well,248,HIGH (Requires Pollution Check)
HaSe20902224,well,392,HIGH (Requires Pollution Check)
HaSe20903224,well,200,HIGH (Requires Pollution Check)
HaSe20904224,tap_in_home_broken,728,CRITICAL
HaSe20905224,tap_in_home_broken,698,CRITICAL
HaSe20906224,well,392,HIGH (Requires Pollution Check)
HaSe20907224,well,262,HIGH (Requires Pollution Check)
HaSe20908224,well,358,HIGH (Requires Pollution Check)
HaSe20909224,well,316,HIGH (Requires Pollution Check)
HaSe20910224,well,216,HIGH (Requires Pollution Check)
HaSe20911224,well,288,HIGH (Requires Pollution Check)
HaSe20912224,well,388,HIGH (Requires Pollution Check)
HaSe20913224,tap_in_home_broken,790,CRITICAL
HaSe20914224,well,160,HIGH (Requires Pollution Check)
HaSe20915224,tap_in_home_broken,440,CRITICAL
HaSe20916224,well,346,HIGH (Requires Pollution Check)
HaSe20917224,tap_in_home_broken,960,CRITICAL
HaSe20918224,river,798,CRITICAL
HaSe20919224,tap_in_home_broken,390,CRITICAL
HaSe20920224,well,386,HIGH (Requires Pollution Check)
HaSe20921224,well,258,HIGH (Requires Pollution Check)
HaSe20922224,tap_in_home_broken,876,CRITICAL
HaSe20923224,well,360,HIGH (Requires Pollution Check)
HaSe20924224,tap_in_home_broken,928,CRITICAL
HaSe20925224,tap_in_home,726,STANDARD
HaSe20926224,tap_in_home,904,STANDARD
HaSe20927224,well,204,HIGH (Requires Pollution Check)
HaSe20928224,well,202,HIGH (Requires Pollution Check)
HaSe20929224,well,198,HIGH (Requires Pollution Check)
HaSe20930224,well,186,HIGH (Requires Pollution Check)
HaSe20931224,well,374,HIGH (Requires Pollution Check)
HaSe20932224,well,166,HIGH (Requires Pollution Check)
HaSe20933224,well,318,HIGH (Requires Pollution Check)
HaSe20934224,well,218,HIGH (Requires Pollution Check)
HaSe20935224,tap_in_home_broken,448,CRITICAL
HaSe20936224,well,352,HIGH (Requires Pollution Check)
HaSe20937224,well,360,HIGH (Requires Pollution Check)
HaSe20938224,tap_in_home,906,STANDARD
HaSe20939224,tap_in_home_broken,936,CRITICAL
HaSe20940224,well,240,HIGH (Requires Pollution Check)
HaSe20941224,well,370,HIGH (Requires Pollution Check)
HaSe20942224,tap_in_home,612,STANDARD
HaSe20943224,tap_in_home_broken,720,CRITICAL
HaSe20944224,tap_in_home_broken,304,CRITICAL
HaSe20945224,tap_in_home_broken,686,CRITICAL
HaSe20946224,well,256,HIGH (Requires Pollution Check)
HaSe20947224,tap_in_home,556,STANDARD
HaSe20948224,well,310,HIGH (Requires Pollution Check)
HaSe20949224,well,306,HIGH (Requires Pollution Check)
HaSe20950224,well,208,HIGH (Requires Pollution Check)
HaSe20951224,well,216,HIGH (Requires Pollution Check)
HaSe20952224,well,298,HIGH (Requires Pollution Check)
HaSe20953224,well,218,HIGH (Requires Pollution Check)
HaSe20954224,well,236,HIGH (Requires Pollution Check)
HaSe20955224,well,302,HIGH (Requires Pollution Check)
HaSe20956224,well,236,HIGH (Requires Pollution Check)
HaSe20957224,tap_in_home,776,STANDARD
HaSe20958224,well,184,HIGH (Requires Pollution Check)
HaSe20959224,well,182,HIGH (Requires Pollution Check)
HaSe20960224,tap_in_home,586,STANDARD
HaSe20961224,river,808,CRITICAL
HaSe20962224,well,296,HIGH (Requires Pollution Check)
HaSe20963224,well,228,HIGH (Requires Pollution Check)
HaSe20964224,well,338,HIGH (Requires Pollution Check)
HaSe20965224,well,208,HIGH (Requires Pollution Check)
HaSe20966224,well,256,HIGH (Requires Pollution Check)
HaSe20967224,tap_in_home,882,STANDARD
HaSe20968224,tap_in_home,314,STANDARD
HaSe20969224,well,172,HIGH (Requires Pollution Check)
HaSe20970224,well,312,HIGH (Requires Pollution Check)
HaSe20971224,tap_in_home_broken,748,CRITICAL
HaSe20972224,well,262,HIGH (Requires Pollution Check)
HaSe20973224,well,194,HIGH (Requires Pollution Check)
HaSe20974224,tap_in_home,374,STANDARD
HaSe20975224,well,280,HIGH (Requires Pollution Check)
HaSe20976224,shared_tap,908,STANDARD
HaSe20977224,tap_in_home_broken,698,CRITICAL
HaSe20978224,well,204,HIGH (Requires Pollution Check)
HaSe20979224,well,236,HIGH (Requires Pollution Check)
HaSe20980224,river,448,CRITICAL
HaSe20981224,well,366,HIGH (Requires Pollution Check)
HaSe20982224,well,384,HIGH (Requires Pollution Check)
HaSe20983224,well,372,HIGH (Requires Pollution Check)
HaSe20984224,well,196,HIGH (Requires Pollution Check)
HaSe20985224,well,324,HIGH (Requires Pollution Check)
HaSe20986224,river,952,CRITICAL
HaSe20987224,well,340,HIGH (Requires Pollution Check)
HaSe20988224,well,270,HIGH (Requires Pollution Check)
HaSe20989224,river,598,CRITICAL
HaSe20990224,well,354,HIGH (Requires Pollution Check)
HaSe20991224,tap_in_home,524,STANDARD
HaSe20992224,tap_in_home,426,STANDARD
HaSe20993224,tap_in_home_broken,650,CRITICAL
HaSe20994224,well,330,HIGH (Requires Pollution Check)
HaSe20995224,tap_in_home_broken,578,CRITICAL
HaSe20996224,well,304,HIGH (Requires Pollution Check)
HaSe20997224,tap_in_home,560,STANDARD
HaSe20998224,tap_in_home_broken,580,CRITICAL
HaSe20999224,river,708,CRITICAL
HaSe21000224,well,222,HIGH (Requires Pollution Check)
HaSe21001224,tap_in_home_broken,528,CRITICAL
HaSe21002224,well,232,HIGH (Requires Pollution Check)
HaSe21003224,well,218,HIGH (Requires Pollution Check)
HaSe21004224,well,180,HIGH (Requires Pollution Check)
HaSe21005224,well,206,HIGH (Requires Pollution Check)
HaSe21006224,well,204,HIGH (Requires Pollution Check)
HaSe21007224,shared_tap,3788,STANDARD
HaSe21008224,well,314,HIGH (Requires Pollution Check)
HaSe21009224,well,364,HIGH (Requires Pollution Check)
HaSe21010224,well,378,HIGH (Requires Pollution Check)
HaSe21011224,well,290,HIGH (Requires Pollution Check)
HaSe21012224,well,202,HIGH (Requires Pollution Check)
HaSe21013224,tap_in_home_broken,626,CRITICAL
HaSe21014224,tap_in_home,324,STANDARD
HaSe21015224,well,238,HIGH (Requires Pollution Check)
HaSe21016224,well,222,HIGH (Requires Pollution Check)
HaSe21017224,tap_in_home,864,STANDARD
HaSe21018224,well,304,HIGH (Requires Pollution Check)
HaSe21019224,shared_tap,878,STANDARD
HaSe21020224,well,366,HIGH (Requires Pollution Check)
HaSe21021224,tap_in_home_broken,926,CRITICAL
HaSe21022224,well,352,HIGH (Requires Pollution Check)
HaSe21023224,well,172,HIGH (Requires Pollution Check)
HaSe21024224,well,354,HIGH (Requires Pollution Check)
HaSe21025224,tap_in_home,594,STANDARD
HaSe21026224,tap_in_home,958,STANDARD
HaSe21027224,tap_in_home_broken,600,CRITICAL
HaSe21028224,tap_in_home,640,STANDARD
HaSe21029224,well,376,HIGH (Requires Pollution Check)
HaSe21030224,well,182,HIGH (Requires Pollution Check)
HaSe21031224,tap_in_home,934,STANDARD
HaSe21032224,tap_in_home,582,STANDARD
HaSe21033224,tap_in_home,776,STANDARD
HaSe21034224,shared_tap,646,STANDARD
HaSe21035224,well,376,HIGH (Requires Pollution Check)
HaSe21036224,tap_in_home,440,STANDARD
HaSe21037224,tap_in_home_broken,808,CRITICAL
HaSe21038224,tap_in_home_broken,450,CRITICAL
HaSe21039224,tap_in_home,658,STANDARD
HaSe21040224,well,238,HIGH (Requires Pollution Check)
HaSe21041224,well,306,HIGH (Requires Pollution Check)
HaSe21042224,well,394,HIGH (Requires Pollution Check)
HaSe21043224,tap_in_home_broken,860,CRITICAL
HaSe21044224,well,380,HIGH (Requires Pollution Check)
HaSe21045224,tap_in_home,942,STANDARD
HaSe21046224,well,390,HIGH (Requires Pollution Check)
HaSe21047224,well,222,HIGH (Requires Pollution Check)
HaSe21048224,tap_in_home_broken,874,CRITICAL
HaSe21049224,well,382,HIGH (Requires Pollution Check)
HaSe21050224,well,276,HIGH (Requires Pollution Check)
HaSe21051224,well,234,HIGH (Requires Pollution Check)
HaSe21052224,well,246,HIGH (Requires Pollution Check)
HaSe21053224,well,334,HIGH (Requires Pollution Check)
HaSe21054224,well,302,HIGH (Requires Pollution Check)
HaSe21055224,well,296,HIGH (Requires Pollution Check)
HaSe21056224,well,282,HIGH (Requires Pollution Check)
HaSe21057224,well,356,HIGH (Requires Pollution Check)
HaSe21058224,well,230,HIGH (Requires Pollution Check)
HaSe21059224,well,170,HIGH (Requires Pollution Check)
HaSe21060224,well,328,HIGH (Requires Pollution Check)
HaSe21061224,well,216,HIGH (Requires Pollution Check)
HaSe21062224,well,244,HIGH (Requires Pollution Check)
HaSe21063224,tap_in_home,728,STANDARD
HaSe21064224,tap_in_home_broken,768,CRITICAL
HaSe21065224,well,258,HIGH (Requires Pollution Check)
HaSe21066224,well,354,HIGH (Requires Pollution Check)
HaSe21067224,well,330,HIGH (Requires Pollution Check)
HaSe21068224,tap_in_home_broken,678,CRITICAL
HaSe21069224,shared_tap,540,STANDARD
HaSe21070224,tap_in_home_broken,340,CRITICAL
HaSe21071224,tap_in_home_broken,990,CRITICAL
HaSe21072224,well,314,HIGH (Requires Pollution Check)
HaSe21073224,well,300,HIGH (Requires Pollution Check)
