project_id,source_id,address,town,province,source_type,improvement,source_status,date_of_completion,comments
15105,AkHa00678224,198 Yvonne Chaka Street,Harare,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15106,SoRu38969224,127 Asimbonanga Road,Rural,Sokoto,river,Drill well,Backlog,,
15107,AkRu03115224,52 Asmara Boulevard,Rural,Akatsi,river,Drill well,Backlog,,
15108,AkRu05784224,41 Mbeki Street,Rural,Akatsi,shared_tap,Install 8 taps nearby,Backlog,,
15109,KiRu26936224,200 Zanzibar Street,Rural,Kilimani,shared_tap,Install 8 taps nearby,Backlog,,
15110,SoRu36012224,123 Seychelles Street,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15111,HaRu20466224,158 Johnny Street,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15112,KiIs23909224,93 Farasi Makeba Street,Isiqalo,Kilimani,well,Install RO filter,Backlog,,
15113,SoRu38493224,143 Pwani Ya Joto Road,Rural,Sokoto,shared_tap,Install 4 taps nearby,Backlog,,
15114,SoRu34766224,64 Simba Road,Rural,Sokoto,river,Drill well,Backlog,,
15115,KiRu29738224,174 Ziwa La Upendo Street,Rural,Kilimani,river,Drill well,Backlog,,
15116,KiAm22140224,34 Lome Street,Amara,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15117,AkRu08090224,23 Pwani Ya Utukufu Road,Rural,Akatsi,river,Drill well,Backlog,,
15118,KiRu27102224,23 Ouagadougou Way,Rural,Kilimani,river,Drill well,Backlog,,
15119,SoCh32227224,57 Mali Avenue,Cheche,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15120,KiAm22043224,55 Lome Street,Amara,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15121,AkHa00323224,128 Oliver Tambo Street,Harare,Akatsi,well,Install UV and RO filter,Backlog,,
15122,KiRu30134224,141 Burna Boy Street,Rural,Kilimani,river,Drill well,Backlog,,
15123,HaRu19821224,39 Chanzo Cha Furaha Road,Rural,Hawassa,well,Install RO filter,Backlog,,
15124,AkRu08628224,68 Waka Waka Avenue,Rural,Akatsi,shared_tap,Install 5 taps nearby,Backlog,,
15125,AkRu08035224,36 Milima Nyeusi Drive,Rural,Akatsi,shared_tap,Install 3 taps nearby,Backlog,,
15126,SoBa31582224,14 Kwame Nkrumah Street,Bahari,Sokoto,well,Install UV and RO filter,Backlog,,
15127,HaRu19634224,56 Mto Mandela Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
15128,SoRu36875224,87 Ellen Johnson Sirleaf Street,Rural,Sokoto,well,Install RO filter,Backlog,,
15129,AkRu04640224,51 Marrakech Avenue,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
15130,HaRu17967224,189 Lubumbashi Lane,Rural,Hawassa,river,Drill well,Backlog,,
15131,AkRu08122224,130 Pwani Ya Utukufu Road,Rural,Akatsi,shared_tap,Install 1 taps nearby,Backlog,,
15132,HaZa21651224,49 Kampala Road,Zanzibar,Hawassa,well,Install UV and RO filter,Backlog,,
15133,HaRu18894224,65 Zuma Avenue,Rural,Hawassa,shared_tap,Install 1 taps nearby,Backlog,,
15134,HaRu18365224,17 Harare Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15135,KiRu29705224,47 Ziwa La Upendo Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
15136,AkRu04328224,119 Asmara Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15137,SoRu37158224,90 Nelson Mandela Street,Rural,Sokoto,river,Drill well,Backlog,,
15138,HaDj16894224,42 Fela Kuti Boulevard,Djenne,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15139,AkRu07529224,11 Mto Wa Furaha Road,Rural,Akatsi,well,Install RO filter,Backlog,,
15140,KiRu26872224,145 Zanzibar Street,Rural,Kilimani,shared_tap,Install 3 taps nearby,Backlog,,
15141,SoRu36932224,116 Ellen Johnson Sirleaf Street,Rural,Sokoto,well,Install RO filter,Backlog,,
15142,HaDj16795224,98 Durban Road,Djenne,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15143,AkKi01318224,175 Ziwa Nyeusi Street,Kintampo,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15144,HaRu18953224,83 Winnie Mandela Street,Rural,Hawassa,well,Install RO filter,Backlog,,
15145,KiHa22786224,104 Tripoli Street,Harare,Kilimani,shared_tap,Install 5 taps nearby,Backlog,,
15146,AkLu01857224,47 Lilongwe Street,Lusaka,Akatsi,well,Install RO filter,Backlog,,
15147,KiHa23458224,33 Ladysmith Drive,Harare,Kilimani,river,Drill well,Backlog,,
15148,AmRu14170224,63 Zinjathropus Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15149,KiHa22995224,146 Bujumbura Street,Harare,Kilimani,well,Install RO filter,Backlog,,
15150,HaDj16942224,40 Amina Mohammed Drive,Djenne,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15151,KiIs23720224,11 Cape Coast Road,Isiqalo,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15152,SoRu35021224,21 Fennec Way,Rural,Sokoto,river,Drill well,Backlog,,
15153,AmRu14221224,182 Zinjathropus Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15154,SoRu38697224,142 Mto Wa Ukarimu Street,Rural,Sokoto,shared_tap,Install 4 taps nearby,Backlog,,
15155,KiIs23566224,27 Langata Road,Isiqalo,Kilimani,well,Install UV and RO filter,Backlog,,
15156,AmBe11077224,88 Achebe Street,Bello,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15157,AkHa00054224,5 Addis Ababa Road,Harare,Akatsi,well,Install UV and RO filter,Backlog,,
15158,AkRu06883224,137 Fisi Nkrumah Street,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15159,AkHa00164224,2 Abyei Avenue,Harare,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15160,KiRu25974224,3 Timbuktu Run,Rural,Kilimani,well,Install RO filter,Backlog,,
15161,SoRu37329224,7 Chui Wangari Drive,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
15162,HaRu17821224,6 Tunis Road,Rural,Hawassa,well,Install RO filter,Backlog,,
15163,AmRu15778224,59 African Queen Road,Rural,Amanzi,well,Install RO filter,Backlog,,
15164,AkHa00723224,44 Yvonne Chaka Street,Harare,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15165,AkRu05084224,19 Bissau Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15166,SoRu36460224,17 Nkrumah Road,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
15167,AkRu05034224,185 Bissau Street,Rural,Akatsi,shared_tap,Install 1 taps nearby,Backlog,,
15168,KiMr24375224,59 Pretoria Avenue,Mrembo,Kilimani,well,Install RO filter,Backlog,,
15169,SoRu36300224,8 Casablanca Road,Rural,Sokoto,river,Drill well,Backlog,,
15170,AmRu14264224,176 Zinjathropus Street,Rural,Amanzi,river,Drill well,Backlog,,
15171,SoRu37473224,22 Soko Soyinka Road,Rural,Sokoto,shared_tap,Install 1 taps nearby,Backlog,,
15172,AkRu03093224,32 Swahili Grove,Rural,Akatsi,well,Install RO filter,Backlog,,
15173,AmRu15851224,133 African Queen Road,Rural,Amanzi,well,Install RO filter,Backlog,,
15174,AkRu04204224,49 Victoria Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15175,SoRu36698224,22 Machel Lane,Rural,Sokoto,well,Install RO filter,Backlog,,
15176,HaRu19347224,53 Kiboko Nkrumah Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
15177,AmAm09646224,53 Lumumba Lane,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15178,HaRu18832224,21 Khama Avenue,Rural,Hawassa,river,Drill well,Backlog,,
15179,KiZu30944224,169 Yaounde Street,Zuri,Kilimani,river,Drill well,Backlog,,
15180,AmRu13724224,57 Luanda Avenue,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15181,SoRu39144224,122 Youssou N'Dour Road,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
15182,KiIs23638224,11 Dodoma Drive,Isiqalo,Kilimani,river,Drill well,Backlog,,
15183,HaRu17208224,42 Marrakech Terrace,Rural,Hawassa,river,Drill well,Backlog,,
15184,HaRu17763224,118 Tunis Road,Rural,Hawassa,shared_tap,Install 4 taps nearby,Backlog,,
15185,AkRu06421224,24 Punda Kagame Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15186,KiIs23748224,79 Cape Coast Road,Isiqalo,Kilimani,river,Drill well,Backlog,,
15187,SoMa34617224,94 Thomas Mapfumo Road,Marang,Sokoto,well,Install RO filter,Backlog,,
15188,KiRu28340224,53 Kipepeo Johnson Street,Rural,Kilimani,shared_tap,Install 4 taps nearby,Backlog,,
15189,HaRu19506224,111 Mnyama Dangote Road,Rural,Hawassa,river,Drill well,Backlog,,
15190,SoRu38708224,26 Mto Wa Ukarimu Street,Rural,Sokoto,well,Install RO filter,Backlog,,
15191,AkRu05473224,22 Wole Soyinka Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15192,AkRu03699224,164 Lumumba Street,Rural,Akatsi,shared_tap,Install 7 taps nearby,Backlog,,
15193,HaRu19832224,100 Chanzo Cha Furaha Road,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15194,SoRu36638224,33 Machel Lane,Rural,Sokoto,well,Install RO filter,Backlog,,
15195,AkRu08455224,130 African Skies Street,Rural,Akatsi,river,Drill well,Backlog,,
15196,AkRu08502224,133 African Skies Street,Rural,Akatsi,river,Drill well,Backlog,,
15197,HaRu18253224,37 Abuja Avenue,Rural,Hawassa,shared_tap,Install 3 taps nearby,Backlog,,
15198,SoRu35924224,117 Seychelles Street,Rural,Sokoto,well,Install RO filter,Backlog,,
15199,AmBe11097224,61 Achebe Street,Bello,Amanzi,shared_tap,Install 7 taps nearby,Backlog,,
15200,AmAm09592224,147 Lumumba Lane,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15201,AkRu05103224,69 Bissau Street,Rural,Akatsi,shared_tap,Install 5 taps nearby,Backlog,,
15202,SoRu36905224,23 Ellen Johnson Sirleaf Street,Rural,Sokoto,river,Drill well,Backlog,,
15203,AmBe10984224,24 Achebe Street,Bello,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15204,AmDa12007224,17 Mto Msafi Road,Dahabu,Amanzi,shared_tap,Install 8 taps nearby,Backlog,,
15205,SoMa34212224,97 Freetown Road,Marang,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15206,KiHa23076224,166 Bujumbura Street,Harare,Kilimani,well,Install UV and RO filter,Backlog,,
15207,AkRu08676224,36 Waka Waka Avenue,Rural,Akatsi,well,Install RO filter,Backlog,,
15208,AkRu04659224,4 Windhoek Way,Rural,Akatsi,well,Install RO filter,Backlog,,
15209,HaRu18810224,14 Khama Avenue,Rural,Hawassa,shared_tap,Install 4 taps nearby,Backlog,,
15210,KiHa22698224,20 Tripoli Street,Harare,Kilimani,river,Drill well,Backlog,,
15211,SoMa34166224,7 Mawimbi Mafupi Drive,Majengo,Sokoto,well,Install UV and RO filter,Backlog,,
15212,HaRu20697224,195 Tuku Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
15213,SoMa34189224,60 Freetown Road,Marang,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15214,AmBe11150224,82 Mbuzi Mbeki Street,Bello,Amanzi,river,Drill well,Backlog,,
15215,SoRu34746224,142 Simba Road,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15216,KiHa23219224,113 Port Said Street,Harare,Kilimani,well,Install RO filter,Backlog,,
15217,SoRu35714224,3 Moroni Avenue,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
15218,SoRu38347224,25 Mlima Wa Uzuri Avenue,Rural,Sokoto,shared_tap,Install 1 taps nearby,Backlog,,
15219,KiRu29355224,6 Pwani Ya Utulivu Drive,Rural,Kilimani,well,Install RO filter,Backlog,,
15220,HaDe16566224,90 Yvonne Chaka Road,Deka,Hawassa,well,Install UV and RO filter,Backlog,,
15221,AkLu01912224,53 Lilongwe Street,Lusaka,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15222,AkRu07648224,127 Mto Wa Furaha Road,Rural,Akatsi,well,Install RO filter,Backlog,,
15223,AmAs10021224,95 Tembo Road,Asmara,Amanzi,shared_tap,Install 8 taps nearby,Backlog,,
15224,AkRu08356224,129 Freedom Road,Rural,Akatsi,shared_tap,Install 5 taps nearby,Backlog,,
15225,HaSe21345224,77 Afro Beat Road,Serowe,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15226,SoRu37637224,18 Panya Zinjathropus Avenue,Rural,Sokoto,river,Drill well,Backlog,,
15227,KiRu26011224,31 Zambezi Drive,Rural,Kilimani,well,Install RO filter,Backlog,,
15228,KiRu25713224,70 Acacia Lane,Rural,Kilimani,well,Install RO filter,Backlog,,
15229,HaZa21876224,22 Miriam Makeba Drive,Zanzibar,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15230,HaRu20618224,101 Gbenga Adeyinka Street,Rural,Hawassa,well,Install RO filter,Backlog,,
15231,HaDj16933224,49 Amina Mohammed Drive,Djenne,Hawassa,well,Install RO filter,Backlog,,
15232,HaRu20521224,4 Gbenga Adeyinka Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
15233,AkRu03605224,38 Koinange Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15234,SoCh32177224,1 Lusaka Road,Cheche,Sokoto,river,Drill well,Backlog,,
15235,KiRu29145224,17 Mto Wa Raha Drive,Rural,Kilimani,well,Install RO filter,Backlog,,
15236,AmDa11701224,65 Paka Amanpour Road,Dahabu,Amanzi,well,Install UV and RO filter,Backlog,,
15237,HaRu19482224,108 Mnyama Dangote Road,Rural,Hawassa,shared_tap,Install 1 taps nearby,Backlog,,
15238,AkRu04271224,130 Asmara Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15239,SoMa34242224,2 Freetown Road,Marang,Sokoto,well,Install UV and RO filter,Backlog,,
15240,AmRu15535224,181 Jerusalema Lane,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15241,SoMa33578224,47 Luxor Avenue,Majengo,Sokoto,river,Drill well,Backlog,,
15242,SoRu36288224,65 Casablanca Road,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
15243,KiRu29677224,170 Ziwa La Upendo Street,Rural,Kilimani,well,Install RO filter,Backlog,,
15244,KiIs23917224,9 Farasi Makeba Street,Isiqalo,Kilimani,well,Install UV and RO filter,Backlog,,
15245,AkLu02364224,118 Okonjo-Iweala Street,Lusaka,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15246,AkRu05221224,2 Kenyatta Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15247,SoIl32699224,61 Pwani Mchangani Road,Ilanga,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15248,HaRu20592224,37 Gbenga Adeyinka Street,Rural,Hawassa,well,Install RO filter,Backlog,,
15249,AkRu04371224,125 Asmara Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15250,HaRu20162224,41 Milima Kali Street,Rural,Hawassa,well,Install RO filter,Backlog,,
15251,AkRu08631224,67 Waka Waka Avenue,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15252,SoRu39280224,41 Shakira Drive,Rural,Sokoto,well,Install RO filter,Backlog,,
15253,AmRu13169224,126 Hurghada Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15254,HaAm15902224,156 Garang Street,Amina,Hawassa,well,Install RO filter,Backlog,,
15255,AkHa00256224,24 Miriam Makeba Way,Harare,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15256,HaSe20971224,52 Serengeti Road,Serowe,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15257,KiRu28436224,126 Sungura Amanpour Road,Rural,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
15258,AmAs10233224,9 Dakar Drive,Asmara,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15259,AmPw12744224,50 Tumbili Kenyatta Avenue,Pwani,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15260,KiRu30661224,39 Salif Keita Drive,Rural,Kilimani,shared_tap,Install 6 taps nearby,Backlog,,
15261,AkRu04119224,51 Victoria Street,Rural,Akatsi,shared_tap,Install 2 taps nearby,Backlog,,
15262,SoBa31837224,109 Chura Usman Street,Bahari,Sokoto,river,Drill well,Backlog,,
15263,AkRu08214224,140 Pwani Ya Utukufu Road,Rural,Akatsi,well,Install RO filter,Backlog,,
15264,SoRu37407224,46 Soko Soyinka Road,Rural,Sokoto,river,Drill well,Backlog,,
15265,AmAm09822224,22 Afro Jazz Street,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15266,SoRu35907224,149 Seychelles Street,Rural,Sokoto,river,Drill well,Backlog,,
15267,KiRu26035224,22 Zambezi Drive,Rural,Kilimani,shared_tap,Install 8 taps nearby,Backlog,,
15268,KiRu28195224,112 Kipepeo Johnson Street,Rural,Kilimani,well,Install RO filter,Backlog,,
15269,KiRu28205224,111 Kipepeo Johnson Street,Rural,Kilimani,well,Install RO filter,Backlog,,
15270,SoRu36060224,167 Seychelles Street,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
15271,AkRu08932224,17 Ladysmith Black Street,Rural,Akatsi,shared_tap,Install 1 taps nearby,Backlog,,
15272,KiRu30556224,10 Sahara Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
15273,KiRu26450224,12 Alexandria Avenue,Rural,Kilimani,well,Install RO filter,Backlog,,
15274,AkRu07260224,174 Ukingo Wa Jua Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15275,HaAm15925224,32 Garang Street,Amina,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15276,AkRu03407224,40 Savanna Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15277,HaRu17700224,23 Constantine Road,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15278,SoBa31569224,162 Kwame Nkrumah Street,Bahari,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15279,KiZu30732224,40 Banjul Street,Zuri,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15280,AmDa11754224,8 Punda Nyerere Drive,Dahabu,Amanzi,shared_tap,Install 2 taps nearby,Backlog,,
15281,AkRu08887224,91 Ladysmith Black Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15282,HaRu17532224,24 Rhodes Street,Rural,Hawassa,well,Install RO filter,Backlog,,
15283,AkHa00741224,1 Mbube Avenue,Harare,Akatsi,well,Install UV and RO filter,Backlog,,
15284,SoRu39534224,12 Angelique Street,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
15285,SoRu37419224,59 Soko Soyinka Road,Rural,Sokoto,shared_tap,Install 8 taps nearby,Backlog,,
15286,SoRu37236224,93 Nelson Mandela Street,Rural,Sokoto,river,Drill well,Backlog,,
15287,AkRu08254224,77 Freedom Road,Rural,Akatsi,shared_tap,Install 1 taps nearby,Backlog,,
15288,KiZu30741224,57 Banjul Street,Zuri,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15289,SoRu39377224,51 Isicathamiya Avenue,Rural,Sokoto,shared_tap,Install 5 taps nearby,Backlog,,
15290,AkHa00024224,116 Addis Ababa Road,Harare,Akatsi,well,Install UV and RO filter,Backlog,,
15291,AmRu13683224,30 Khartoum Avenue,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15292,KiRu26533224,27 Praia Avenue,Rural,Kilimani,well,Install RO filter,Backlog,,
15293,AmRu13241224,54 Hurghada Street,Rural,Amanzi,well,Install RO filter,Backlog,,
15294,KiRu26643224,45 Gaborone Avenue,Rural,Kilimani,shared_tap,Install 4 taps nearby,Backlog,,
15295,AkHa00121224,62 Addis Ababa Road,Harare,Akatsi,well,Install UV and RO filter,Backlog,,
15296,SoRu37107224,191 Nelson Mandela Street,Rural,Sokoto,river,Drill well,Backlog,,
15297,SoBa31642224,19 Kwame Nkrumah Street,Bahari,Sokoto,river,Drill well,Backlog,,
15298,HaRu19766224,30 Mlima Tazama Avenue,Rural,Hawassa,shared_tap,Install 4 taps nearby,Backlog,,
15299,KiRu27064224,11 Ouagadougou Way,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15300,HaYa21396224,114 Okapi Road,Yaounde,Hawassa,well,Install RO filter,Backlog,,
15301,AkRu05233224,37 Kenyatta Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15302,SoRu37454224,117 Soko Soyinka Road,Rural,Sokoto,river,Drill well,Backlog,,
15303,KiRu25688224,3 Acacia Lane,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15304,SoIl32880224,190 Cape Verde Street,Ilanga,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15305,SoMa33896224,87 Ciss̩ Road,Majengo,Sokoto,well,Install RO filter,Backlog,,
15306,HaSe21160224,37 Umqombothi Avenue,Serowe,Hawassa,well,Install UV and RO filter,Backlog,,
15307,HaRu17154224,26 Twiga Lane,Rural,Hawassa,shared_tap,Install 1 taps nearby,Backlog,,
15308,AkKi01206224,27 Ziwa Nyeusi Street,Kintampo,Akatsi,well,Install RO filter,Backlog,,
15309,HaDe16651224,73 Yvonne Chaka Road,Deka,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15310,AkRu05752224,139 Ramaphosa Road,Rural,Akatsi,shared_tap,Install 8 taps nearby,Backlog,,
15311,SoCh32114224,113 Lusaka Road,Cheche,Sokoto,well,Install RO filter,Backlog,,
15312,KiAm22250224,156 Nguvu Tutu Street,Amara,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15313,SoRu36336224,121 Casablanca Road,Rural,Sokoto,river,Drill well,Backlog,,
15314,KiRu29764224,159 Ziwa La Upendo Street,Rural,Kilimani,well,Install RO filter,Backlog,,
15315,AkRu08354224,23 Freedom Road,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
15316,AkLu02040224,42 Kumasi Street,Lusaka,Akatsi,well,Install RO filter,Backlog,,
15317,AmRu13706224,50 Khartoum Avenue,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15318,AkRu07746224,76 Ukingo Wa Mto Road,Rural,Akatsi,shared_tap,Install 1 taps nearby,Backlog,,
15319,KiRu28984224,144 Njia Ya Maji Road,Rural,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
15320,AmDa12195224,40 Osibisa Drive,Dahabu,Amanzi,shared_tap,Install 3 taps nearby,Backlog,,
15321,KiAm22505224,52 Bahari Ya Upendo Road,Amara,Kilimani,river,Drill well,Backlog,,
15322,AmRu14173224,122 Zinjathropus Street,Rural,Amanzi,well,Install RO filter,Backlog,,
15323,KiRu28689224,100 Bahari Nzuri Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
15324,AmRu13505224,21 Casablanca Street,Rural,Amanzi,shared_tap,Install 6 taps nearby,Backlog,,
15325,AmAm09526224,179 Lumumba Lane,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15326,KiRu26855224,58 N'Djamena Road,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
15327,KiRu27865224,16 Haile Selassie Avenue,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
15328,AmRu15451224,60 Jerusalema Lane,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15329,AkRu06737224,12 Mbuni Nyerere Avenue,Rural,Akatsi,shared_tap,Install 1 taps nearby,Backlog,,
15330,SoRu35672224,50 Moroni Avenue,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15331,HaRu19556224,65 Mnyama Dangote Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
15332,KiRu29320224,50 Pwani Ya Utulivu Drive,Rural,Kilimani,well,Install RO filter,Backlog,,
15333,KiZu30978224,89 Yaounde Street,Zuri,Kilimani,shared_tap,Install 7 taps nearby,Backlog,,
15334,SoRu34797224,48 Amani Loop,Rural,Sokoto,river,Drill well,Backlog,,
15335,HaRu19861224,11 Chanzo Cha Furaha Road,Rural,Hawassa,river,Drill well,Backlog,,
15336,HaRu17153224,173 Twiga Lane,Rural,Hawassa,well,Install RO filter,Backlog,,
15337,KiIs24149224,9 Kiboko Senghor Road,Isiqalo,Kilimani,well,Install RO filter,Backlog,,
15338,SoRu38471224,54 Pwani Ya Joto Road,Rural,Sokoto,river,Drill well,Backlog,,
15339,HaDj16925224,20 Amina Mohammed Drive,Djenne,Hawassa,well,Install UV and RO filter,Backlog,,
15340,SoRu36700224,131 Kamuzu Banda Road,Rural,Sokoto,river,Drill well,Backlog,,
15341,HaRu18413224,10 Harare Avenue,Rural,Hawassa,shared_tap,Install 4 taps nearby,Backlog,,
15342,AkRu02845224,198 Nia Lane,Rural,Akatsi,well,Install RO filter,Backlog,,
15343,SoRu37507224,72 Soko Soyinka Road,Rural,Sokoto,river,Drill well,Backlog,,
15344,AmRu13079224,56 Cairo Road,Rural,Amanzi,well,Install RO filter,Backlog,,
15345,AmRu14198224,51 Zinjathropus Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15346,AkRu03884224,111 Lumumba Street,Rural,Akatsi,river,Drill well,Backlog,,
15347,KiRu30190224,36 Burna Boy Street,Rural,Kilimani,well,Install RO filter,Backlog,,
15348,KiRu27373224,97 Kaduna Road,Rural,Kilimani,well,Install RO filter,Backlog,,
15349,AmAm09629224,87 Lumumba Lane,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15350,SoBa31570224,165 Kwame Nkrumah Street,Bahari,Sokoto,river,Drill well,Backlog,,
15351,AkRu06636224,21 Popo Kamuzu Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15352,AmRu13379224,9 Lusaka Avenue,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15353,KiRu27610224,26 Desmond Tutu Street,Rural,Kilimani,well,Install RO filter,Backlog,,
15354,SoRu38113224,68 Njia Ya Mlima Avenue,Rural,Sokoto,river,Drill well,Backlog,,
15355,KiRu27338224,149 Kaduna Road,Rural,Kilimani,well,Install RO filter,Backlog,,
15356,AmAm09563224,39 Lumumba Lane,Amina,Amanzi,well,Install RO filter,Backlog,,
15357,AkRu04770224,115 Giza Street,Rural,Akatsi,river,Drill well,Backlog,,
15358,AkRu05637224,44 Ramaphosa Road,Rural,Akatsi,shared_tap,Install 2 taps nearby,Backlog,,
15359,KiMr24951224,35 Mlima Wa Matumaini Street,Mrembo,Kilimani,well,Install UV and RO filter,Backlog,,
15360,KiHa23036224,44 Bujumbura Street,Harare,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15361,AmAb08983224,107 Kinshasa Road,Abidjan,Amanzi,shared_tap,Install 2 taps nearby,Backlog,,
15362,AmPw12643224,192 Lagos Street,Pwani,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15363,AmAm10001224,31 Afro Jazz Street,Amina,Amanzi,well,Install RO filter,Backlog,,
